Año;Mes;Lote;Fracción;Distrito;NOMBRE;Total
2022;enero;2;PAPEL-CARTON;19;Vicálvaro;77,27
2022;enero;2;PAPEL-CARTON;20;San Blas - Canillejas;323,08
2022;enero;2;PAPEL-CARTON;21;Barajas;70,66
2022;enero;2;CARTON COMERCIAL;3;Retiro;70,49
2022;enero;2;CARTON COMERCIAL;4;Salamanca;124,85
2022;enero;2;CARTON COMERCIAL;5;Chamartín;42,2
2022;enero;2;CARTON COMERCIAL;14;Moratalaz;26,19
2022;enero;2;CARTON COMERCIAL;15;Ciudad Lineal;14,57
2022;enero;2;CARTON COMERCIAL;16;Hortaleza;36,31
2022;enero;2;CARTON COMERCIAL;19;Vicálvaro;13,64
2022;enero;2;CARTON COMERCIAL;20;San Blas - Canillejas;45,7
2022;enero;2;CARTON COMERCIAL;21;Barajas;12,89
2022;enero;2;CLINICOS;3;Retiro;175,54
2022;enero;2;CLINICOS;4;Salamanca;101,84
2022;enero;2;CLINICOS;15;Ciudad Lineal;106,04
2022;enero;2;CONTENEDORES DE ROPA;14;Moratalaz;0,18
2022;enero;2;ENVASES;3;Retiro;277,16
2022;enero;2;ENVASES;4;Salamanca;355,38
2022;enero;2;ENVASES;5;Chamartín;372,3
2022;enero;2;ENVASES;14;Moratalaz;245,36
2022;enero;2;ENVASES;15;Ciudad Lineal;656,18
2022;enero;2;ENVASES;16;Hortaleza;583,96
2022;enero;2;ENVASES;19;Vicálvaro;278,5
2022;enero;2;ENVASES;20;San Blas - Canillejas;487,3
2022;enero;2;ENVASES;21;Barajas;132,82
2022;enero;2;ORGANICA;3;Retiro;708,2
2022;enero;2;ORGANICA;4;Salamanca;957,76
2022;enero;2;ORGANICA;5;Chamartín;907,14
2022;enero;2;ORGANICA;14;Moratalaz;480,3
2022;enero;2;ORGANICA;15;Ciudad Lineal;1118,3
2022;enero;2;ORGANICA;16;Hortaleza;828,64
2022;enero;2;ORGANICA;19;Vicálvaro;124,16
2022;enero;2;ORGANICA;20;San Blas - Canillejas;807,32
2022;enero;2;ORGANICA;21;Barajas;422,02
2022;enero;2;PUNTOS LIMPIOS;3;Retiro;2,44
2022;enero;2;PUNTOS LIMPIOS;5;Chamartín;100,48
2022;enero;2;PUNTOS LIMPIOS;14;Moratalaz;44,86
2022;enero;2;PUNTOS LIMPIOS;15;Ciudad Lineal;65,62
2022;enero;2;PUNTOS LIMPIOS;16;Hortaleza;63,78
2022;enero;2;PUNTOS LIMPIOS;19;Vicálvaro;22,5
2022;enero;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;55,08
2022;enero;2;PUNTOS LIMPIOS;21;Barajas;34
2022;enero;2;RCD;3;Retiro;54,46
2022;enero;2;RCD;4;Salamanca;114,3
2022;enero;2;RCD;5;Chamartín;105,82
2022;enero;2;RCD;14;Moratalaz;61,14
2022;enero;2;RCD;15;Ciudad Lineal;74,6
2022;enero;2;RCD;16;Hortaleza;31,2
2022;enero;2;RCD;19;Vicálvaro;23,5
2022;enero;2;RCD;20;San Blas - Canillejas;45,93
2022;enero;2;RCD;21;Barajas;32,83
2022;enero;2;RESTO;3;Retiro;1511,54
2022;enero;2;RESTO;4;Salamanca;2386,74
2022;enero;2;RESTO;5;Chamartín;2137,42
2022;enero;2;RESTO;14;Moratalaz;1288,58
2022;enero;2;RESTO;15;Ciudad Lineal;3144,14
2022;enero;2;RESTO;16;Hortaleza;2977,26
2022;enero;2;RESTO;19;Vicálvaro;1842,96
2022;enero;2;RESTO;20;San Blas - Canillejas;2577,54
2022;enero;2;RESTO;21;Barajas;812,12
2022;enero;2;VIDRIO;3;Retiro;325,7
2022;enero;2;VIDRIO;4;Salamanca;313,06
2022;enero;2;VIDRIO;5;Chamartín;365,64
2022;enero;2;VIDRIO;14;Moratalaz;285,52
2022;enero;2;VIDRIO;15;Ciudad Lineal;231,88
2022;enero;2;VIDRIO;16;Hortaleza;233,52
2022;enero;2;VIDRIO;19;Vicálvaro;150,58
2022;enero;2;VIDRIO;20;San Blas - Canillejas;182,6
2022;enero;2;VIDRIO;21;Barajas;130,24
2022;enero;2;VIDRIO COMERCIAL;4;Salamanca;52,52
2022;enero;3;PAPEL-CARTON;2;Arganzuela;384,76
2022;enero;3;PAPEL-CARTON;11;Carabanchel;320,72
2022;enero;3;PAPEL-CARTON;12;Usera;156,28
2022;enero;3;PAPEL-CARTON;13;Puente de Vallecas;277,64
2022;enero;3;PAPEL-CARTON;17;Villaverde;160,62
2022;enero;3;PAPEL-CARTON;18;Villa de Vallecas;155,34
2022;enero;3;CARTON COMERCIAL;2;Arganzuela;29,24
2022;enero;3;CARTON COMERCIAL;11;Carabanchel;33,08
2022;enero;3;CARTON COMERCIAL;12;Usera;12,52
2022;enero;3;CARTON COMERCIAL;13;Puente de Vallecas;23,4
2022;enero;3;CARTON COMERCIAL;17;Villaverde;8,62
2022;enero;3;CLINICOS;12;Usera;163,92
2022;enero;3;CLINICOS;13;Puente de Vallecas;33,8
2022;enero;3;ENVASES;2;Arganzuela;354,08
2022;enero;3;ENVASES;11;Carabanchel;788,86
2022;enero;3;ENVASES;12;Usera;411,52
2022;enero;3;ENVASES;13;Puente de Vallecas;849,6
2022;enero;3;ENVASES;17;Villaverde;528,76
2022;enero;3;ENVASES;18;Villa de Vallecas;322,68
2022;enero;3;ORGANICA;2;Arganzuela;653,78
2022;enero;3;ORGANICA;11;Carabanchel;1180,42
2022;enero;3;ORGANICA;12;Usera;537,54
2022;enero;3;ORGANICA;13;Puente de Vallecas;982,94
2022;enero;3;ORGANICA;17;Villaverde;723,02
2022;enero;3;ORGANICA;18;Villa de Vallecas;1149,04
2022;enero;3;PUNTOS LIMPIOS;2;Arganzuela;57,58
2022;enero;3;PUNTOS LIMPIOS;11;Carabanchel;25,58
2022;enero;3;PUNTOS LIMPIOS;12;Usera;36,1
2022;enero;3;PUNTOS LIMPIOS;13;Puente de Vallecas;33,06
2022;enero;3;PUNTOS LIMPIOS;17;Villaverde;39,56
2022;enero;3;PUNTOS LIMPIOS;18;Villa de Vallecas;60,84
2022;enero;3;RCD;2;Arganzuela;22,62
2022;enero;3;RCD;11;Carabanchel;28,6
2022;enero;3;RCD;12;Usera;37,09
2022;enero;3;RCD;13;Puente de Vallecas;41,85
2022;enero;3;RCD;17;Villaverde;44,62
2022;enero;3;RCD;18;Villa de Vallecas;105,56
2022;enero;3;RESTO;2;Arganzuela;1915,96
2022;enero;3;RESTO;11;Carabanchel;4419,66
2022;enero;3;RESTO;12;Usera;2188,76
2022;enero;3;RESTO;13;Puente de Vallecas;4088,56
2022;enero;3;RESTO;17;Villaverde;2545,68
2022;enero;3;RESTO;18;Villa de Vallecas;2812,74
2022;enero;3;VIDRIO;2;Arganzuela;320,7
2022;enero;3;VIDRIO;11;Carabanchel;266,22
2022;enero;3;VIDRIO;12;Usera;217,3
2022;enero;3;VIDRIO;13;Puente de Vallecas;212,46
2022;enero;3;VIDRIO;17;Villaverde;127,32
2022;enero;3;VIDRIO;18;Villa de Vallecas;154,26
2022;enero;3;VIDRIO COMERCIAL;13;Puente de Vallecas;3,54
2022;enero;3;ANIMALES MUERTOS;99;Sin Distrito;6,3
2022;febrero;1;PAPEL-CARTON;1;Centro;359,95
2022;febrero;1;PAPEL-CARTON;6;Tetuán;345,3
2022;febrero;1;PAPEL-CARTON;7;Chamberí;299,29
2022;febrero;1;PAPEL-CARTON;8;Fuencarral - El Pardo;575,1
2022;febrero;1;PAPEL-CARTON;9;Moncloa - Aravaca;319,93
2022;febrero;1;PAPEL-CARTON;10;Latina;264,66
2022;febrero;1;CARTON COMERCIAL;1;Centro;101,6
2022;febrero;1;CARTON COMERCIAL;6;Tetuán;49,94
2022;febrero;1;CARTON COMERCIAL;7;Chamberí;53,44
2022;febrero;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;4,18
2022;febrero;1;CARTON COMERCIAL;9;Moncloa - Aravaca;0,76
2022;febrero;1;CARTON COMERCIAL;10;Latina;4,42
2022;febrero;1;CAMA DE CABALLO;9;Moncloa - Aravaca;55,03
2022;febrero;1;CLINICOS;1;Centro;161,76
2022;febrero;1;CLINICOS;6;Tetuán;14,02
2022;febrero;1;CLINICOS;8;Fuencarral - El Pardo;290,84
2022;febrero;1;CLINICOS;9;Moncloa - Aravaca;230,76
2022;febrero;1;CLINICOS;10;Latina;23,54
2022;febrero;1;CONTENEDORES DE ROPA;6;Tetuán;0,18
2022;febrero;1;CONTENEDORES DE ROPA;8;Fuencarral - El Pardo;0,54
2022;febrero;1;CONTENEDORES DE ROPA;9;Moncloa - Aravaca;0,36
2022;febrero;1;CONTENEDORES DE ROPA;10;Latina;0,36
2022;febrero;1;ENVASES;1;Centro;223,68
2022;febrero;1;ENVASES;6;Tetuán;329,48
2022;febrero;1;ENVASES;7;Chamberí;328,8
2022;febrero;1;ENVASES;8;Fuencarral - El Pardo;621,36
2022;febrero;1;ENVASES;9;Moncloa - Aravaca;290,74
2022;febrero;1;ENVASES;10;Latina;544,76
2022;febrero;1;ORGANICA;1;Centro;887,14
2022;febrero;1;ORGANICA;6;Tetuán;709,86
2022;febrero;1;ORGANICA;7;Chamberí;776,8
2022;febrero;1;ORGANICA;8;Fuencarral - El Pardo;1360,3
2022;febrero;1;ORGANICA;9;Moncloa - Aravaca;890,28
2022;febrero;1;ORGANICA;10;Latina;1112,64
2022;febrero;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;119,42
2022;febrero;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;75,98
2022;febrero;1;PUNTOS LIMPIOS;10;Latina;79,06
2022;febrero;1;RCD;1;Centro;130,39
2022;febrero;1;RCD;6;Tetuán;30,36
2022;febrero;1;RCD;7;Chamberí;39,36
2022;febrero;1;RCD;8;Fuencarral - El Pardo;94,16
2022;febrero;1;RCD;9;Moncloa - Aravaca;70,635
2022;febrero;1;RCD;10;Latina;59,76
2022;febrero;1;RESTO;1;Centro;3904,44
2022;febrero;1;RESTO;6;Tetuán;2403,66
2022;febrero;1;RESTO;7;Chamberí;2120,44
2022;febrero;1;RESTO;8;Fuencarral - El Pardo;3126,14
2022;febrero;1;RESTO;9;Moncloa - Aravaca;2249,62
2022;febrero;1;RESTO;10;Latina;3066,16
2022;febrero;1;VIDRIO;1;Centro;617,84
2022;febrero;1;VIDRIO;6;Tetuán;359,48
2022;febrero;1;VIDRIO;7;Chamberí;213,82
2022;febrero;1;VIDRIO;8;Fuencarral - El Pardo;399,56
2022;febrero;1;VIDRIO;9;Moncloa - Aravaca;176,52
2022;febrero;1;VIDRIO;10;Latina;165,2
2022;febrero;1;VIDRIO COMERCIAL;1;Centro;62,44
2022;febrero;2;PAPEL-CARTON;3;Retiro;241,48
2022;febrero;2;PAPEL-CARTON;4;Salamanca;371,24
2022;febrero;2;PAPEL-CARTON;5;Chamartín;237,97
2022;febrero;2;PAPEL-CARTON;14;Moratalaz;96,71
2022;febrero;2;PAPEL-CARTON;15;Ciudad Lineal;365,06
2022;febrero;2;PAPEL-CARTON;16;Hortaleza;246,58
2022;febrero;2;PAPEL-CARTON;19;Vicálvaro;53,86
2022;febrero;2;PAPEL-CARTON;20;San Blas - Canillejas;278,21
2022;febrero;2;PAPEL-CARTON;21;Barajas;38,85
2022;febrero;2;CARTON COMERCIAL;3;Retiro;61,26
2022;febrero;2;CARTON COMERCIAL;4;Salamanca;114,45
2022;febrero;2;CARTON COMERCIAL;5;Chamartín;60,72
2022;febrero;2;CARTON COMERCIAL;14;Moratalaz;5,62
2022;febrero;2;CARTON COMERCIAL;15;Ciudad Lineal;25
2022;febrero;2;CARTON COMERCIAL;16;Hortaleza;61,06
2022;febrero;2;CARTON COMERCIAL;20;San Blas - Canillejas;51,7
2022;febrero;2;CARTON COMERCIAL;21;Barajas;3,98
2022;febrero;2;CLINICOS;3;Retiro;167,8
2022;febrero;2;CLINICOS;4;Salamanca;111,62
2022;febrero;2;CLINICOS;15;Ciudad Lineal;108,66
2022;febrero;2;CONTENEDORES DE ROPA;19;Vicálvaro;0,18
2022;febrero;2;ENVASES;3;Retiro;243,04
2022;febrero;2;ENVASES;4;Salamanca;329,88
2022;febrero;2;ENVASES;5;Chamartín;342,6
2022;febrero;2;ENVASES;14;Moratalaz;217,98
2022;febrero;2;ENVASES;15;Ciudad Lineal;572,32
2022;febrero;2;ENVASES;16;Hortaleza;521,54
2022;febrero;2;ENVASES;19;Vicálvaro;243,66
2022;febrero;2;ENVASES;20;San Blas - Canillejas;433,58
2022;febrero;2;ENVASES;21;Barajas;128,48
2022;febrero;2;ORGANICA;3;Retiro;658,88
2022;febrero;2;ORGANICA;4;Salamanca;919,7
2022;febrero;2;ORGANICA;5;Chamartín;865,1
2022;febrero;2;ORGANICA;14;Moratalaz;421,04
2022;febrero;2;ORGANICA;15;Ciudad Lineal;1014,66
2022;febrero;2;ORGANICA;16;Hortaleza;769,72
2022;febrero;2;ORGANICA;19;Vicálvaro;101,38
2022;febrero;2;ORGANICA;20;San Blas - Canillejas;719,08
2022;febrero;2;ORGANICA;21;Barajas;364,26
2022;febrero;2;PUNTOS LIMPIOS;3;Retiro;2,06
2022;febrero;2;PUNTOS LIMPIOS;5;Chamartín;91,46
2022;febrero;2;PUNTOS LIMPIOS;14;Moratalaz;51,16
2022;febrero;2;PUNTOS LIMPIOS;15;Ciudad Lineal;58,46
2022;febrero;2;PUNTOS LIMPIOS;16;Hortaleza;58,1
2022;febrero;2;PUNTOS LIMPIOS;19;Vicálvaro;19,96
2022;febrero;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;48,74
2022;febrero;2;PUNTOS LIMPIOS;21;Barajas;29,1
2022;febrero;2;RCD;3;Retiro;44,92
2022;febrero;2;RCD;4;Salamanca;53,18
2022;febrero;2;RCD;5;Chamartín;56,9
2022;febrero;2;RCD;14;Moratalaz;22,4
2022;febrero;2;RCD;15;Ciudad Lineal;84,04
2022;febrero;2;RCD;16;Hortaleza;42,74
2022;febrero;2;RCD;19;Vicálvaro;108,62
2022;febrero;2;RCD;20;San Blas - Canillejas;56,28
2022;febrero;2;RCD;21;Barajas;23,98
2022;febrero;2;RESTO;3;Retiro;1361,88
2022;febrero;2;RESTO;4;Salamanca;2269,34
2022;febrero;2;RESTO;5;Chamartín;2031,98
2022;febrero;2;RESTO;14;Moratalaz;1137,42
2022;febrero;2;RESTO;15;Ciudad Lineal;2863,54
2022;febrero;2;RESTO;16;Hortaleza;2625,8
2022;febrero;2;RESTO;19;Vicálvaro;1733,96
2022;febrero;2;RESTO;20;San Blas - Canillejas;2328,3
2022;febrero;2;RESTO;21;Barajas;737,48
2022;febrero;2;VIDRIO;3;Retiro;282,46
2022;febrero;2;VIDRIO;4;Salamanca;261,84
2022;febrero;2;VIDRIO;5;Chamartín;299,2
2022;febrero;2;VIDRIO;14;Moratalaz;248,68
2022;febrero;2;VIDRIO;15;Ciudad Lineal;132,8
2022;febrero;2;VIDRIO;16;Hortaleza;203,9
2022;febrero;2;VIDRIO;19;Vicálvaro;147,4
2022;febrero;2;VIDRIO;20;San Blas - Canillejas;160,64
2022;febrero;2;VIDRIO;21;Barajas;78,8
2022;febrero;2;VIDRIO COMERCIAL;4;Salamanca;55,8
2022;febrero;3;PAPEL-CARTON;2;Arganzuela;330,58
2022;febrero;3;PAPEL-CARTON;11;Carabanchel;282,22
2022;febrero;3;PAPEL-CARTON;12;Usera;116,24
2022;febrero;3;PAPEL-CARTON;13;Puente de Vallecas;218,52
2022;febrero;3;PAPEL-CARTON;17;Villaverde;127,52
2022;febrero;3;PAPEL-CARTON;18;Villa de Vallecas;120,88
2022;febrero;3;CARTON COMERCIAL;2;Arganzuela;24,12
2022;febrero;3;CARTON COMERCIAL;11;Carabanchel;30,72
2022;febrero;3;CARTON COMERCIAL;12;Usera;12,74
2022;febrero;3;CARTON COMERCIAL;13;Puente de Vallecas;19,28
2022;febrero;3;CARTON COMERCIAL;17;Villaverde;7,26
2022;febrero;3;CLINICOS;12;Usera;150,84
2022;febrero;3;CLINICOS;13;Puente de Vallecas;35,92
2022;febrero;3;ENVASES;2;Arganzuela;317,82
2022;febrero;3;ENVASES;11;Carabanchel;715,78
2022;febrero;3;ENVASES;12;Usera;367,78
2022;febrero;3;ENVASES;13;Puente de Vallecas;738,22
2022;febrero;3;ENVASES;17;Villaverde;477,6
2022;febrero;3;ENVASES;18;Villa de Vallecas;287,84
2022;febrero;3;ORGANICA;2;Arganzuela;606,24
2022;febrero;3;ORGANICA;11;Carabanchel;1037,7
2022;febrero;3;ORGANICA;12;Usera;475,5
2022;febrero;3;ORGANICA;13;Puente de Vallecas;853,9
2022;febrero;3;ORGANICA;17;Villaverde;653,6
2022;febrero;3;ORGANICA;18;Villa de Vallecas;1099,2
2022;febrero;3;PUNTOS LIMPIOS;2;Arganzuela;58,6
2022;febrero;3;PUNTOS LIMPIOS;11;Carabanchel;25,84
2022;febrero;3;PUNTOS LIMPIOS;12;Usera;31,18
2022;febrero;3;PUNTOS LIMPIOS;13;Puente de Vallecas;35,02
2022;febrero;3;PUNTOS LIMPIOS;17;Villaverde;37,14
2022;febrero;3;PUNTOS LIMPIOS;18;Villa de Vallecas;74,52
2022;febrero;3;RCD;2;Arganzuela;31,27
2022;febrero;3;RCD;11;Carabanchel;40,59
2022;febrero;3;RCD;12;Usera;44,09
2022;febrero;3;RCD;13;Puente de Vallecas;59,92
2022;febrero;3;RCD;17;Villaverde;53,19
2022;febrero;3;RCD;18;Villa de Vallecas;70,01
2022;febrero;3;RESTO;2;Arganzuela;1732,18
2022;febrero;3;RESTO;11;Carabanchel;3922,94
2022;febrero;3;RESTO;12;Usera;1963,38
2022;febrero;3;RESTO;13;Puente de Vallecas;3611,92
2022;febrero;3;RESTO;17;Villaverde;2314,24
2022;febrero;3;RESTO;18;Villa de Vallecas;2427,52
2022;febrero;3;VIDRIO;2;Arganzuela;163,86
2022;febrero;3;VIDRIO;11;Carabanchel;233,94
2022;febrero;3;VIDRIO;12;Usera;181,84
2022;febrero;3;VIDRIO;13;Puente de Vallecas;186,6
2022;febrero;3;VIDRIO;17;Villaverde;123,46
2022;febrero;3;VIDRIO;18;Villa de Vallecas;166,88
2022;febrero;3;ANIMALES MUERTOS;99;Sin Distrito;7,96
2022;febrero;3;PILAS;99;Sin Distrito;2,19
2022;marzo;1;PAPEL-CARTON;1;Centro;393,98
2022;marzo;1;PAPEL-CARTON;6;Tetuán;411,62
2022;marzo;1;PAPEL-CARTON;7;Chamberí;347,96
2022;marzo;1;PAPEL-CARTON;8;Fuencarral - El Pardo;693,88
2022;marzo;1;PAPEL-CARTON;9;Moncloa - Aravaca;331,41
2022;marzo;1;PAPEL-CARTON;10;Latina;292,28
2022;marzo;1;CARTON COMERCIAL;1;Centro;129,84
2022;marzo;1;CARTON COMERCIAL;6;Tetuán;43,78
2022;marzo;1;CARTON COMERCIAL;7;Chamberí;62,6
2022;marzo;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;1,6
2022;marzo;1;CARTON COMERCIAL;9;Moncloa - Aravaca;1,18
2022;marzo;1;CAMA DE CABALLO;9;Moncloa - Aravaca;69,485
2022;marzo;1;CLINICOS;1;Centro;186,42
2022;marzo;1;CLINICOS;6;Tetuán;14
2022;marzo;1;CLINICOS;8;Fuencarral - El Pardo;317,04
2022;marzo;1;CLINICOS;9;Moncloa - Aravaca;265,72
2022;marzo;1;CLINICOS;10;Latina;27,6
2022;marzo;1;CONTENEDORES DE ROPA;9;Moncloa - Aravaca;0,18
2022;marzo;1;CONTENEDORES DE ROPA;10;Latina;0,36
2022;marzo;1;ENVASES;1;Centro;256,16
2022;marzo;1;ENVASES;6;Tetuán;367,52
2022;marzo;1;ENVASES;7;Chamberí;380
2022;marzo;1;ENVASES;8;Fuencarral - El Pardo;713,06
2022;marzo;1;ENVASES;9;Moncloa - Aravaca;325,96
2022;marzo;1;ENVASES;10;Latina;650,4
2022;marzo;1;ORGANICA;1;Centro;1013,14
2022;marzo;1;ORGANICA;6;Tetuán;811,58
2022;marzo;1;ORGANICA;7;Chamberí;868,62
2022;marzo;1;ORGANICA;8;Fuencarral - El Pardo;1521,02
2022;marzo;1;ORGANICA;9;Moncloa - Aravaca;1003,94
2022;marzo;1;ORGANICA;10;Latina;1253,24
2022;marzo;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;125,1
2022;marzo;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;56,44
2022;marzo;1;PUNTOS LIMPIOS;10;Latina;121,94
2022;marzo;1;RCD;1;Centro;135,105
2022;marzo;1;RCD;6;Tetuán;28,955
2022;marzo;1;RCD;7;Chamberí;47,395
2022;marzo;1;RCD;8;Fuencarral - El Pardo;99,815
2022;marzo;1;RCD;9;Moncloa - Aravaca;68,535
2022;marzo;1;RCD;10;Latina;55,315
2022;marzo;1;RESTO;1;Centro;4460,98
2022;marzo;1;RESTO;6;Tetuán;2641,04
2022;marzo;1;RESTO;7;Chamberí;2325,2
2022;marzo;1;RESTO;8;Fuencarral - El Pardo;3486,78
2022;marzo;1;RESTO;9;Moncloa - Aravaca;2438,72
2022;marzo;1;RESTO;10;Latina;3367,92
2022;marzo;1;VIDRIO;1;Centro;688,2
2022;marzo;1;VIDRIO;6;Tetuán;431,06
2022;marzo;1;VIDRIO;7;Chamberí;244,94
2022;marzo;1;VIDRIO;8;Fuencarral - El Pardo;441,72
2022;marzo;1;VIDRIO;9;Moncloa - Aravaca;200,94
2022;marzo;1;VIDRIO;10;Latina;180,4
2022;marzo;1;VIDRIO COMERCIAL;1;Centro;72,48
2022;marzo;2;PAPEL-CARTON;3;Retiro;263,38
2022;marzo;2;PAPEL-CARTON;4;Salamanca;433,06
2022;marzo;2;PAPEL-CARTON;5;Chamartín;299,21
2022;marzo;2;PAPEL-CARTON;14;Moratalaz;107,1
2022;marzo;2;PAPEL-CARTON;15;Ciudad Lineal;410,92
2022;marzo;2;PAPEL-CARTON;16;Hortaleza;297,98
2022;marzo;2;PAPEL-CARTON;19;Vicálvaro;78,92
2022;marzo;2;PAPEL-CARTON;20;San Blas - Canillejas;312,43
2022;marzo;2;PAPEL-CARTON;21;Barajas;46,09
2022;marzo;2;CARTON COMERCIAL;3;Retiro;70,28
2022;marzo;2;CARTON COMERCIAL;4;Salamanca;133,53
2022;marzo;2;CARTON COMERCIAL;5;Chamartín;65,14
2022;marzo;2;CARTON COMERCIAL;14;Moratalaz;13,86
2022;marzo;2;CARTON COMERCIAL;15;Ciudad Lineal;7,32
2022;marzo;2;CARTON COMERCIAL;16;Hortaleza;54,03
2022;marzo;2;CARTON COMERCIAL;19;Vicálvaro;8,92
2022;marzo;2;CARTON COMERCIAL;20;San Blas - Canillejas;73,17
2022;marzo;2;CARTON COMERCIAL;21;Barajas;20,01
2022;marzo;2;CLINICOS;3;Retiro;189,02
2022;marzo;2;CLINICOS;4;Salamanca;132,9
2022;marzo;2;CLINICOS;15;Ciudad Lineal;131,18
2022;marzo;2;ENVASES;3;Retiro;271,38
2022;marzo;2;ENVASES;4;Salamanca;361,78
2022;marzo;2;ENVASES;5;Chamartín;392,5
2022;marzo;2;ENVASES;14;Moratalaz;223,42
2022;marzo;2;ENVASES;15;Ciudad Lineal;655,2
2022;marzo;2;ENVASES;16;Hortaleza;626,92
2022;marzo;2;ENVASES;19;Vicálvaro;309,8
2022;marzo;2;ENVASES;20;San Blas - Canillejas;480,2
2022;marzo;2;ENVASES;21;Barajas;143,78
2022;marzo;2;ORGANICA;3;Retiro;720,5
2022;marzo;2;ORGANICA;4;Salamanca;1036,52
2022;marzo;2;ORGANICA;5;Chamartín;980,76
2022;marzo;2;ORGANICA;14;Moratalaz;486,98
2022;marzo;2;ORGANICA;15;Ciudad Lineal;1083,12
2022;marzo;2;ORGANICA;16;Hortaleza;845,88
2022;marzo;2;ORGANICA;19;Vicálvaro;133,66
2022;marzo;2;ORGANICA;20;San Blas - Canillejas;802,86
2022;marzo;2;ORGANICA;21;Barajas;443,24
2022;marzo;2;PUNTOS LIMPIOS;3;Retiro;1,68
2022;marzo;2;PUNTOS LIMPIOS;5;Chamartín;88,54
2022;marzo;2;PUNTOS LIMPIOS;14;Moratalaz;48,66
2022;marzo;2;PUNTOS LIMPIOS;15;Ciudad Lineal;74,76
