latitude,longitude,municipality,municipality_uri,municipality_id,street_name_uri,street_name,house_number,house_number_addition,postal_code,charging_station_name,operator_uri,charging_station_id,operator,operator_id,operating_mode,num_charging_points,types_charging_points,charging_cards,cost,opening_hours,website
54.1109130056888,12.1645180731329,Toitenwinkel,https://www.wikidata.org/wiki/Q1309539,toitenwinkel,https://www.wikidata.org/wiki/Q104164337,Hinrichsdorfer Straße,7,d,18146,EUROMASTER,https://www.wikidata.org/wiki/Q75560554,euromaster,Allego,allego_gmbh,public,3,1x CHAdeMO 50 kW; 1x Combo Typ 2 50 kW; 1x Typ 2 43 kW,EinfachStromLaden;EWE;GET CHARGE;Plugsurfing;Shell Recharge,chargeable,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Euromaster-Hinrichsdorfer-Strasse-7K/28508/
54.12169,12.061053,Evershagen,https://www.wikidata.org/wiki/Q1382123,evershagen,https://www.wikidata.org/wiki/Q104164327,Henrik-Ibsen-Straße,27,,18106,Parkplatz Henrik-Ibsen-Str.,https://www.wikidata.org/wiki/Q39524051,parkplatz_henrik_ibsen_str,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Henrik-Ibsen-Strasse-Henrik-Ibsen-Strasse-20/46673/
54.114382,12.05593,Evershagen,https://www.wikidata.org/wiki/Q1382123,evershagen,https://www.wikidata.org/wiki/Q104164679,Messestraße,16,,18106,Parkplatz Messestr.,https://www.wikidata.org/wiki/Q39524051,parkplatz_messestr,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Messestrasse-Messestrasse-16/55554/
54.099596,12.07302,Reutershagen,https://www.wikidata.org/wiki/Q1486513,reutershagen,https://www.wikidata.org/wiki/Q104164011,Conrad-Blenkle-Straße,22,,18069,Reuterpassage,https://www.wikidata.org/wiki/Q75560554,reuterpassage,Allego,allego_gmbh,semipublic,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,chargeable,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Reuterpassage-Goerdelerstrasse-52/38470/
54.082496,12.194204,Brinckmansdorf,https://www.wikidata.org/wiki/Q917349,brinckmansdorf,https://www.wikidata.org/wiki/Q104165030,Timmermannsstrat,12,,18055,Handelshof,https://www.wikidata.org/wiki/Q701755,handelshof,Edeka,edeka_foodservice_handelshof_management_gmbh,semipublic,10,Typ 2 11 kW,,,Mo-Fr 07:00-20:00; Sa 07:00-18:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Handelshof-Timmermannsstrat-12/52245/
54.087277,12.140742,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q2341682,Steinstraße,3,,18055,Steinstrasse,https://www.wikidata.org/wiki/Q39524051,steinstrasse,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Steinstrasse-Steinstrasse-3/64354/
54.093514,12.118231,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q104163730,Warnowufer,58,,18057,Parkplatz Warnowufer,https://www.wikidata.org/wiki/Q39524051,parkplatz_warnowufer,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Warnowufer-Warnowufer-58/28894/
54.090066,12.132101,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q1651266,Lange Straße,4,,18055,Lange Strasse,https://www.wikidata.org/wiki/Q39524051,lange_strasse,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Lange-Strasse-Lange-Strasse-4/61476/
54.0894944961845,12.1298330828148,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q1651266,Lange Straße,40,,18055,Kröpeliner Tor Center / Radisson Blu Hotel,https://www.wikidata.org/wiki/Q19724671,kropeliner_tor_center_radisson_blu_hotel,Radisson Hotel Group,radisson_hospitality_inc,semipublic,2,1x Typ 2 11 kW; 1x CEE Rot 11 kW,ohne Authentifizierung,Parking charges,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Radisson-Blu-Hotel-Lange-Strasse-40/3072/
54.089818,12.135569,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q1651266,Lange Straße,27,,18055,City-Ladesäule,https://www.wikidata.org/wiki/Q39524051,city_ladesaule,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/City-Ladesaeule-Lange-Strasse-27/19579/
54.169428,12.036694,Diedrichshagen,https://www.wikidata.org/wiki/Q638302,seebad_diedrichshagen,https://www.wikidata.org/wiki/Q104163836,Am Stolteraer Ring,2,,18119,Strandhafer Aparthotel,https://www.wikidata.org/wiki/Q1262665,strandhafer_aparthotel,Mennekes,mennekes_elektrotechnik_gmbh_and_co_kg,semipublic,2,Typ 2 22kW,EnBW mobility+;Shell Recharge,,24/7,https://www.e-stations.de/ladestationen/map
54.157938,12.064424,Rostock-Lichtenhagen,https://www.wikidata.org/wiki/Q741012,lichtenhagen,https://www.wikidata.org/wiki/Q104164716,Neustrelitzer Straße,6,,18109,Neustrelitzer Str. 6,,neustrelitzer_str_6,Wohnungsgenossenschaft WARNOW Rostock-Warnemünde eG,wohnungsgenossenschaft_warnow_rostock_warnemunde_eg,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/E-Ladesaeule-Neustrelitzer-Strasse-6-Neustrelitzer-Strasse-6/31628/
54.0922324536467,12.1651722108809,Brinckmansdorf,https://www.wikidata.org/wiki/Q917349,brinckmansdorf,https://www.wikidata.org/wiki/Q104164881,Rövershäger Chaussee,1,,18146,Rövershäger Chaussee 1,https://www.wikidata.org/wiki/Q75560554,rovershager_chaussee_1,Allego,allego_gmbh,public,7,1x Typ 2 43 KW; 1x CHAdeMO 50 kW; 1x Combo Typ 2 50 kW; 2x Combo Typ 2 320 kW; 2x Combo Typ 2 160 kW,EinfachStromLaden;EWE;GET CHARGE;Plugsurfing;Shell Recharge,chargeable,24/7,
54.088112,12.141234,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q1262508,Neuer Markt,2,,18055,Vienna House Sonne,https://www.wikidata.org/wiki/Q2523363,vienna_house_sonne,Vienna House,vienna_house_hotelmanagement_gmbh,semipublic,1,1x Schuko 3 kW,ohne Authentifizierung,Parking charges,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Vienna-House-Sonne-Neuer-Markt-2/42605/
54.096936,12.102629,Kröpeliner-Tor-Vorstadt,https://www.wikidata.org/wiki/Q1790661,kropeliner_tor_vorstadt,https://www.wikidata.org/wiki/Q104163806,Am Kayenmühlengraben,2,,18057,Boulderhalle,https://www.wikidata.org/wiki/Q154950,boulderhalle,Shell,shell_ev_charging_solutions_germany_gmbh,public,1,Typ 2 11 kW,ADAC e-Charge;EnBW mobility+;Plugsurfing;Shell Recharge;SMATRICS NET,chargeable,24/7,https://www.e-stations.de/ladestationen/map
54.180061,12.080908,Warnemünde,https://www.wikidata.org/wiki/Q311849,seebad_warnemunde,https://www.wikidata.org/wiki/Q104163721,Seestraße,15,a,18119,Seestr.,https://www.wikidata.org/wiki/Q39524051,seestr,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,EinfachStromLaden;EnBW mobility+;GET CHARGE;MAINGAU Autostrom;Plugsurfing,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Seestrasse-Seestrasse-15/40637/
54.178861,12.077543,Warnemünde,https://www.wikidata.org/wiki/Q311849,seebad_warnemunde,https://www.wikidata.org/wiki/Q104163721,Seestraße,19,,18119,Parkhaus Hotel NEPTUN,https://www.wikidata.org/wiki/Q874013,parkhaus_hotel_neptun,Hotel Neptun,hotel_neptun_betriebsgesellschaft_mbh,semipublic,2,Typ 2 11 kW,Spontanladen,Parking charges,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Parkhaus-Hotel-NEPTUN-Seestrasse-19/18059/
54.076424,12.100077,Südstadt,https://www.wikidata.org/wiki/Q2381518,sudstadt,https://www.wikidata.org/wiki/Q104164903,Satower Straße,7,,18059,Lidl Satower Str.,https://www.wikidata.org/wiki/Q151954,lidl_satower_str,Lidl,lidl_vertriebs_gmbh_and_co_kg,semipublic,3,1x Combo Typ 2 50kW; 1x Typ2 22 kW; 1x CHAdeMO 50kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,Mo-Sa 07:00-21:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Lidl-Satower-Strasse-Satower-Strasse-7/46657/
54.064278,12.115427,Südstadt,https://www.wikidata.org/wiki/Q2381518,sudstadt,https://www.wikidata.org/wiki/Q104164875,Röntgenstraße,12,,18059,Röntgenstrasse 12,https://www.wikidata.org/wiki/Q39524051,rontgenstrasse_12,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Roentgenstrasse-Roentgenstrasse-12/50437/
54.076764,12.120313,Südstadt,https://www.wikidata.org/wiki/Q2381518,sudstadt,https://www.wikidata.org/wiki/Q104164836,Pütterweg,1,,18059,Pütterweg 1,https://www.wikidata.org/wiki/Q39524051,putterweg_1,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;GET CHARGE;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Kaufland-Puetterweg-2/40016/
54.086512,12.141436,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q104163663,Ernst-Barlach-Straße,1,,18055,IHK zu Rostock,https://www.wikidata.org/wiki/Q81804571,ihk_zu_rostock,Industrie- und Handelskammer zu Rostock,industrie__und_handelskammer_zu_rostock,private,1,Typ 2 11 kW,,,Mo-Do 07:00-18:00; Fr 07:00-15:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/IHK-zu-Rostock-Ernst-Barlach-Strasse-1-3/61032/
54.138336,12.114106,Peez,https://www.wikidata.org/wiki/Q2067247,peez,https://www.wikidata.org/wiki/Q104165155,Zum Südtor,5,,18147,BorderShop,https://www.wikidata.org/wiki/Q270223,bordershop,E.ON SE,eon_se,semipublic,3,1x Typ 2 43 kW; 1x CHAdeMO 50 kW; 1x Combo Typ 2 50 kW,ohne Authentifizierung,chargeable,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/BorderShop-Zum-Suedtor-5/42667/
54.076812,12.12136,Südstadt,https://www.wikidata.org/wiki/Q2381518,sudstadt,https://www.wikidata.org/wiki/Q104164836,Pütterweg,2,a,18059,Kaufland Südstadt,https://www.wikidata.org/wiki/Q685967,kaufland_sudstadt,Kaufland,kaufland_stiftung_gmbh_and_co_kg,public,3,2 x Combo Typ 2 (CCS) EU 60 kW; 1 x Typ 2 Dose 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,Mo-Sa 07:00-22:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Kaufland-Suedstadt-Puetterweg-1/74456/
54.1077639361823,12.0521365507219,Evershagen,https://www.wikidata.org/wiki/Q1382123,evershagen,https://www.wikidata.org/wiki/Q104164679,Messestraße,25,,18069,IKEA,https://www.wikidata.org/wiki/Q1653977,ikea,IKEA Deutschland,ikea_deutschland_gmbh_and_co_kg,public,6,2x Typ 2 22 kW; 2x CHAdeMO 20 kW; 2x Combo Typ 2 20 kW,ohne Authentifizierung,free of charge,Mo-Sa 10:00-20:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/IKEA-Messestrasse-25/41179/
54.0806004469112,12.1912887925953,Brinckmansdorf,https://www.wikidata.org/wiki/Q917349,brinckmansdorf,https://www.wikidata.org/wiki/Q104165019,Tessiner Straße,96,,18055,Tessiner Str.,https://www.wikidata.org/wiki/Q39524051,tessiner_str,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,2x Typ 2 22 kW,EinfachStromLaden;EnBW mobility+;GET CHARGE;Plugsurfing,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Tessiner-Strasse-Tessiner-Strasse-96/41175/
54.177052,12.098772,Hohe Düne,https://www.wikidata.org/wiki/Q1484905,seebad_hohe_dune,https://www.wikidata.org/wiki/Q104163849,Am Yachthafen,1,,18119,Yachthafenresidenz Hohe Düne,,yachthafenresidenz_hohe_dune,Yachthafenresidenz Hohe Düne GmbH,yachthafenresidenz_hohe_dune_gmbh,semipublic,2,Typ 2 11 kW,Spontanladen,Parking charges,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock-Warnemuende/Yachthafenresidenz-Hohe-Duene-Am-Yachthafen-1/6284/
54.191851,12.150891,Markgrafenheide,https://www.wikidata.org/wiki/Q1900690,seebad_markgrafenheide,https://www.wikidata.org/wiki/Q104165087,Warnemünder Straße,5,,18146,Hotel Godewind,,hotel_godewind,HTL Haus-Elektrotechnik Lehmkuhl,htl_haus_elektrotechnik_lehmkuhl,semipublic,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,chargeable,Mo-So 09:00-20:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Hotel-Godewind-Warnemuender-Strasse-5/45481/
54.178761,12.082962,Warnemünde,https://www.wikidata.org/wiki/Q311849,seebad_warnemunde,https://www.wikidata.org/wiki/Q104163681,Heinrich-Heine-Straße,28,,18119,Heinrich-Heine-Str.,https://www.wikidata.org/wiki/Q39524051,heinrich_heine_str,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Spontanladen,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Heinrich-Heine-Strasse-Heinrich-Heine-Strasse-28/72164/
54.176192,12.076364,Warnemünde,https://www.wikidata.org/wiki/Q311849,seebad_warnemunde,https://www.wikidata.org/wiki/Q101194725,Parkstraße,7,,18119,Stephan-Jantzen-Park,https://www.wikidata.org/wiki/Q39524051,stephan_jantzen_park,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Stephan-Jantzen-Park-Parkstrasse-7/70965/
54.1256,12.083541,Schmarl,https://www.wikidata.org/wiki/Q681873,schmarl,https://www.wikidata.org/wiki/Q104164918,Schmarler Damm,5,,18069,Kundenparkplatz Stadtwerke Rostock AG,https://www.wikidata.org/wiki/Q39524051,kundenparkplatz_stadtwerke_rostock_ag,Stadtwerke Rostock,stadtwerke_rostock_ag,semipublic,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;GET CHARGE;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Kundenparkplatz-Stadtwerke-Schmarler-Damm-5/44665/
54.117382,12.085195,Schmarl,https://www.wikidata.org/wiki/Q681873,schmarl,https://www.wikidata.org/wiki/Q104164108,Fischerweg,408,,18069,Fischerweg 408,https://www.wikidata.org/wiki/Q39524051,fischerweg_408,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Fischereihafen-Fischerweg-408/44664/
54.073597,12.108166,Südstadt,https://www.wikidata.org/wiki/Q2381518,sudstadt,https://www.wikidata.org/wiki/Q104164673,Max-Planck-Straße,16,,18059,Max-Planck-Str. 16,https://www.wikidata.org/wiki/Q39524051,max_planck_str_16,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Max-Planck-Strasse-Max-Planck-Strasse-16/52480/
54.15797,12.063525,Rostock-Lichtenhagen,https://www.wikidata.org/wiki/Q741012,lichtenhagen,https://www.wikidata.org/wiki/Q104164716,Neustrelitzer Straße,5,,18109,Neustrelitzer Str. 5,,neustrelitzer_str_5,Wohnungsgenossenschaft WARNOW Rostock-Warnemünde eG,wohnungsgenossenschaft_warnow_rostock_warnemunde_eg,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/E-Ladesaeule-Neustrelitzer-Strasse-5-Neustrelitzer-Strasse-5/31627/
54.134281,12.071484,Schmarl,https://www.wikidata.org/wiki/Q681873,schmarl,https://www.wikidata.org/wiki/Q104164534,Kolumbusring,61,,18106,Parkplatz Schmarler Zentrum,https://www.wikidata.org/wiki/Q644304,parkplatz_schmarler_zentrum,EnBW,enbw_energie_baden_wurttemberg_ag,public,4,2x Combo Typ 2 300 kW; 2x Combo Typ 2 150 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Schmarler-Centrum-Kolumbusring-61/63107/
54.132568,12.063779,Lütten Klein,https://www.wikidata.org/wiki/Q1880458,lutten_klein,https://www.wikidata.org/wiki/Q104163875,An der Stadtautobahn,38,,18107,Avia Tankstelle An der Stadtautobahn,https://www.wikidata.org/wiki/Q39524051,avia_tankstelle_an_der_stadtautobahn,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Combo Typ 2 160 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Avia-Tankstelle-An-der-Stadtautobahn-An-der-Stadtautobahn-38/70086/
54.08888,12.104551,Kröpeliner-Tor-Vorstadt,https://www.wikidata.org/wiki/Q1790661,kropeliner_tor_vorstadt,https://www.wikidata.org/wiki/Q56558520,Ulmenstraße,54,,18057,Ulmenstr.,https://www.wikidata.org/wiki/Q39524051,ulmenstr,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Ulmenstrasse-Ulmenstrasse-61/70966/
54.07715,12.124589,Südstadt,https://www.wikidata.org/wiki/Q2381518,sudstadt,https://www.wikidata.org/wiki/Q62284363,Südring,90,,18059,Parkplatz Stadthalle,,parkplatz_stadthalle,ICA Chipkartensysteme GmbH&Co KG,ica_chipkartensysteme_gmbhandco_kg,public,6,Typ 2 22 kW,ADAC e-Charge;BEW Lokalstrom mobil;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Stadthalle-Suedring-90/53665/
54.106125,12.084743,Reutershagen,https://www.wikidata.org/wiki/Q1486513,reutershagen,https://www.wikidata.org/wiki/Q104164138,Fritz-Triddelfitz-Weg,5,,18069,abc Bau â€“ Ausbildungscentrum,https://www.wikidata.org/wiki/Q39524051,abc_bau_â€“_ausbildungscentrum,Stadtwerke Rostock,stadtwerke_rostock_ag,semipublic,2,Typ 2 11 kW,EnBW mobility+;Stadtwerke Rostock,,Mo-Do 07:00-16:00; Fr 07:00-14:00,https://www.e-stations.de/ladestationen/map
