id_terraza,id_local,id_distrito,nombreDistrito,barrio,tipoVia,nombreCalle,portal,codPostal,coordenadaX,coordenadaY,situacion,rotulo,superficie,horaApertura,horaCierre,mesas,sillas
A8.46_S11_M4_I6430,LZ_X441134_Y4473450,CENTR,CENTRO,EMBAJADORES,CALLE,DOCTOR MATA,1,28012,441133.59,4473449.52,Abierto,LOS ZURITOS,8.46,10:00:00,01:30:00,4,11
A58.32_S64_M16_I6431,MA_X444003_Y4469561,PUENT-DE-VALLE,PUENTE DE VALLECAS,ENTREVIAS,CALLE,VECINOS DEL POZO,5,28053,444002.55,4469561.48,Abierto,MI AMIGO,58.32,10:00:00,00:00:00,16,64
A29.11_S36_M9_I6432,SAGM_X439903_Y4478267,TETUA,TETUAN,BELLAS VISTAS,CALLE,JUAN PRADILLO,1,28039,439902.61,4478266.54,Abierto,SIDRERIA-ASADOR GAZTE MANU,29.11,08:00:00,00:00:00,9,36
A11.47_S13_M6_I6433,P_X442607_Y4478554,CHAMA,CHAMARTIN,HISPANOAMERICA,CALLE,PRINCIPE DE VERGARA,254,28016,442606.59,4478553.51,Abierto,PANARIA,11.47,10:00:00,02:30:00,6,13
A14.07_S13_M5_I6435,T3_X441736_Y4478610,CHAMA,CHAMARTIN,HISPANOAMERICA,CALLE,PROFESOR WAKSMAN,13,28036,441735.6,4478609.52,Abierto,TAO 3.6.9,14.07,08:00:00,01:30:00,5,13
A28.2_S24_M12_I6436,LP_X441721_Y4479422,CHAMA,CHAMARTIN,NUEVA ESPAÑA,CALLE,FELIX BOIX,7,28036,441720.6,4479421.53,Abierto,LA PAGODA,28.2,08:00:00,01:30:00,12,24
A29.16_S36_M9_I6438,DKD_X441200_Y4472483,ARGAN,ARGANZUELA,PALOS DE MOGUER,CALLE,BUSTAMANTE,7,28045,441199.58,4472482.52,Abierto,DONER KEBAB DELICIAS,29.16,10:00:00,02:30:00,9,36
A4.32_S8_M4_I6440,BB_X439577_Y4471792,CARAB,CARABANCHEL,COMILLAS,CALLE,INMACULADA CONCEPCION,14,28019,439576.59,4471791.53,Abierto,BAR  BELMI,4.32,10:00:00,00:30:00,4,8
A16.38_S21_M7_I6441,BLC_X438664_Y4471718,CARAB,CARABANCHEL,OPAÑEL,CALLE,GENERAL RICARDOS,79,28019,438663.59,4471717.54,Abierto,BAR LAS CAÑAS,16.38,10:00:00,00:30:00,7,21
A6.48_S8_M2_I6442,CPF_X438061_Y4471262,CARAB,CARABANCHEL,OPAÑEL,CALLE,GENERAL RICARDOS,143,28019,438060.6,4471261.54,Abierto,CAFETERIA POR FIN,6.48,10:00:00,00:30:00,2,8
A67.96_S84_M21_I6444,UDEMS_X438473_Y4470527,CARAB,CARABANCHEL,ABRANTES,PASAJE,COIMBRA,2,28025,438472.59,4470526.53,Abierto,"UNION DE EXPLOTACIONES MADRILEÑAS, S.L.",67.96,10:00:00,00:30:00,21,84
A81_S48_M14_I6445,L5LN_X441344_Y4466263,VILLA,VILLAVERDE,SAN CRISTOBAL,CALLE,BENIFERRI,23,28021,441343.53,4466262.5,Abierto,LINEA 59 LA NEGRA,81,08:00:00,01:30:00,14,48
A39.87_S40_M10_I6446,TH_X441643_Y4467494,VILLA,VILLAVERDE,LOS ROSALES,CALLE,COALICION,35,28041,441642.54,4467493.5,Abierto,TRES HERMANOS,39.87,08:00:00,01:30:00,10,40
A23.22_S36_M11_I6447,M_X440235_Y4476163,CHAMB,CHAMBERI,ARAPILES,GLORIETA,QUEVEDO,6,28015,440234.6,4476162.53,Abierto,MUESTRA,23.22,08:00:00,01:30:00,11,36
A39.06_S43_M12_I6448,CPC_X441235_Y4472730,ARGAN,ARGANZUELA,PALOS DE MOGUER,CALLE,ANCORA,9,28045,441234.58,4472729.52,Abierto,CAFE PASTELERIA CAFETERIA,39.06,08:00:00,01:30:00,12,43
A15.84_S20_M6_I6450,CL_X439814_Y4474835,CENTR,CENTRO,PALACIO,CALLE,ISABEL LA CATOLICA,19,28013,439813.6,4474834.53,Abierto,CASA LAFU,15.84,10:00:00,01:30:00,6,20
A63.55_S70_M20_I6451,PC_X440250_Y4473272,CENTR,CENTRO,EMBAJADORES,CALLE,EMBAJADORES,39,28012,440249.59,4473271.53,Abierto,PEYMA CAFETERIA ,63.55,10:00:00,01:30:00,20,70
A16.38_S21_M7_I6452,CLP_X439713_Y4474908,CENTR,CENTRO,PALACIO,CALLE,DOCTOR CARRACIDO,1,28013,439712.6,4474907.54,Abierto,CERVECERIA LA PASION,16.38,10:00:00,01:30:00,7,21
A76.54_S75_M28_I6454,EFA_X445006_Y4476087,CIUDA-LINEA,CIUDAD LINEAL,QUINTANA,CALLE,ALCALA,337,28027,445005.57,4476087.47,Abierto,EL FOGON ASTURIANO,76.54,10:00:00,01:30:00,28,75
A8.64_S12_M6_I6456,BAF_X443792_Y4476727,SALAM,SALAMANCA,GUINDALERA,AVENIDA,BRUSELAS,56,28028,443791.58,4476727.49,Abierto,BANESTO AGENTE FINANCIERO,8.64,08:00:00,01:30:00,6,12
A24.3_S29_M9_I6460,CO_X444821_Y4476502,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DEL SAGRARIO,19,28027,444820.57,4476502.48,Abierto,CERVECERIA OLIVARES,24.3,10:00:00,02:30:00,9,29
A81.75_S94_M25_I6461,BM_X447155_Y4475375,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,AMPOSTA,CALLE,FERRETERIA,1,28037,447154.56,4475375.44,Abierto,BAR MAFI,81.75,08:00:00,01:30:00,25,94
A45.18_S48_M12_I6462,CM_X449500_Y4477641,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,REJAS,CALLE,SEIS,4,28022,449499.57,4477641.41,Abierto,CASA MAYO,45.18,08:00:00,01:30:00,12,48
A58.88_S48_M12_I6463,RAZ_X439818_Y4472432,ARGAN,ARGANZUELA,ACACIAS,CALLE,MELILLA,39,28005,439817.59,4472431.53,Abierto,REINA ARTESANO ZAPATERO,58.88,08:00:00,01:30:00,12,48
A72_S90_M25_I6464,LALC_X440570_Y4472491,ARGAN,ARGANZUELA,ACACIAS,PASEO,SANTA MARIA DE LA CABEZA,66,28045,440569.59,4472490.52,Abierto,LA ANDALUZA LOW COST,72,08:00:00,01:30:00,25,90
A28.65_S32_M10_I6465,CS_X440749_Y4472177,ARGAN,ARGANZUELA,CHOPERA,CALLE,TORRES MIRANDA,2,28045,440748.58,4472176.52,Abierto,CAFETERIA SANGIVIL,28.65,08:00:00,01:30:00,10,32
A6.3_S10_M5_I6466,BD_X439260_Y4475179,MONCL-ARAVA,MONCLOA - ARAVACA,ARGUELLES,CALLE,FERRAZ,22,28008,439259.6,4475178.54,Abierto,BAR DEBOD,6.3,10:00:00,02:30:00,5,10
A45.36_S56_M14_I6467,BK_X433399_Y4478921,MONCL-ARAVA,MONCLOA - ARAVACA,ARAVACA,AVENIDA,GALAXIA,8,28023,433398.66,4478920.62,Abierto,BAR KUKO'S,45.36,10:00:00,02:30:00,14,56
A42.2_S52_M13_I6468,LG(_X0_Y0,HORTA,HORTALEZA,CANILLAS,CARRETERA,CANILLAS,134,28043,0,0,Abierto,LA GUAPA (L10),42.2,10:00:00,02:30:00,13,52
A2.32_S6_M3_I6470,BLE_X440434_Y4481179,FUENC-EL-PARDO,FUENCARRAL - EL PARDO,LA PAZ,CALLE,FINISTERRE,27,28029,440433.62,4481178.55,Abierto,BAR LA ESTRELLA,2.32,08:00:00,01:30:00,3,6
A14.04_S18_M6_I6471,BR_X442841_Y4484112,FUENC-EL-PARDO,FUENCARRAL - EL PARDO,VALVERDE,CALLE,VILORIA DE LA RIOJA,17,28050,442840.63,4484111.53,Abierto,BAR RESTAURANTE,14.04,08:00:00,01:30:00,6,18
A29.78_S33_M11_I6472,SDLT_X443450_Y4484125,FUENC-EL-PARDO,FUENCARRAL - EL PARDO,VALVERDE,CALLE,SIERRA DE ATAPUERCA,41,28050,443449.62,4484124.52,Abierto,SIDRERIA DE LAS TABLAS,29.78,08:00:00,01:30:00,11,33
A53.24_S60_M18_I6473,RB_X439192_Y4472911,ARGAN,ARGANZUELA,IMPERIAL,PLAZA,FRANCISCO MORANO,3,28005,439191.6,4472910.54,Abierto,RESTAURANTE BERGANTE,53.24,08:00:00,01:30:00,18,60
A3.59_S8_M4_I6474,RL_X439158_Y4482053,FUENC-EL-PARDO,FUENCARRAL - EL PARDO,MIRASIERRA,CALLE,CERRO MINGUETE,14,28035,439157.63,4482052.57,Abierto,RESTAURANTE LIZARRAN,3.59,08:00:00,01:30:00,4,8
A9.54_S13_M6_I6475,CRP_X437178_Y4471309,CARAB,CARABANCHEL,VISTA ALEGRE,CALLE,TUCAN,17,28025,437177.6,4471308.55,Abierto,CERVECERIA RESTAURANTE POCITOS,9.54,10:00:00,01:30:00,6,13
A19_S16_M4_I6476,DKF_X438280_Y4470391,CARAB,CARABANCHEL,ABRANTES,AVENIDA,ABRANTES,42,28025,438279.59,4470390.54,Abierto,DONER KEBAP FARAON,19,10:00:00,01:30:00,4,16
A824_S24_M10_I6477,D_X440944_Y4478149,TETUA,TETUAN,CUATRO CAMINOS,CALLE,EDGAR NEVILLE,32,28020,440943.6,4478148.53,Abierto,DARICHI,824,08:00:00,01:30:00,10,24
A101.95_S134_M34_I6478,LPDJA_X443696_Y4477610,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,SANTA HORTENSIA,62,28002,443695.58,4477610.49,Abierto,LA PARRILLA DE JUAN ADAN,101.95,10:00:00,02:30:00,34,134
A49.96_S57_M16_I6479,CDP_X441668_Y4479398,CHAMA,CHAMARTIN,NUEVA ESPAÑA,CALLE,FELIX BOIX,8,28036,441667.6,4479397.53,Abierto,CAFE DE PARIS,49.96,08:00:00,01:30:00,16,57
A51.39_S62_M18_I6482,HM_X440783_Y4472643,ARGAN,ARGANZUELA,PALOS DE MOGUER,PASEO,SANTA MARIA DE LA CABEZA,47,28045,440782.59,4472642.52,Abierto,HAMBURGUESAS MARMOLILLO,51.39,08:00:00,01:30:00,18,62
A2.38_S4_M2_I6484,Y_X440023_Y4474242,CENTR,CENTRO,SOL,CALLE,COLOREROS,4,28013,440022.59,4474241.53,Abierto,YAMBALA,2.38,10:00:00,01:30:00,2,4
A33.48_S42_M12_I6486,LBDLC_X0_Y0,HORTA,HORTALEZA,VALDEFUENTES,CALLE,GRAMA,2,28055,0,0,Abierto,LA BARRICA DE LAS CARCAVAS,33.48,08:00:00,01:30:00,12,42
A17.8_S30_M8_I6488,BG_X439530_Y4476377,CHAMB,CHAMBERI,GAZTAMBIDE,CALLE,GUZMAN EL BUENO,50,28015,439529.6,4476376.54,Abierto,BAR GOURMET,17.8,08:00:00,01:30:00,8,30
A29.2_S30_M11_I6489,TAC_X440855_Y4471615,ARGAN,ARGANZUELA,CHOPERA,CALLE,SAN FELIX,9,28045,440854.58,4471614.52,Abierto,TABERNA ALMA CHELI,29.2,09:00:00,23:00:00,11,30
A22.68_S26_M8_I6490,SR_X441282_Y4471428,ARGAN,ARGANZUELA,LEGAZPI,CALLE,HIERRO,4,28045,441281.58,4471427.52,Abierto,SIN ROTULO,22.68,09:00:00,23:00:00,8,26
A6.29_S8_M3_I6491,V_X441046_Y4471980,ARGAN,ARGANZUELA,DELICIAS,PASEO,DELICIAS,102,28045,441045.58,4471979.52,Cerrado,VENEZZIA,6.29,08:00:00,01:30:00,3,8
A1.44_S2_M1_I6493,C_X439773_Y4473671,CENTR,CENTRO,PALACIO,PLAZA,CEBADA,9,28005,439772.59,4473670.53,Abierto,CROCCOS,1.44,10:00:00,01:30:00,1,2
A10.08_S18_M9_I6494,BLG_X439003_Y4475492,MONCL-ARAVA,MONCLOA - ARAVACA,ARGUELLES,CALLE,FERRAZ,27,28008,439002.6,4475491.54,Abierto,BAR LA GARNACHA,10.08,10:00:00,02:30:00,9,18
A18.2_S23_M8_I6495,LT_X443197_Y4474328,RETIR,RETIRO,IBIZA,CALLE,IBIZA,74,28009,443196.58,4474327.5,Abierto,LA TABERNA,18.2,08:00:00,01:30:00,8,23
A36.9_S40_M10_I6499,TBS_X441318_Y4481965,FUENC-EL-PARDO,FUENCARRAL - EL PARDO,VALVERDE,CALLE,SAN MODESTO,38,28034,441317.62,4481964.54,Abierto,TELE BOCATA SL,36.9,08:00:00,01:30:00,10,40
A9.36_S12_M4_I6500,BGG_X446250_Y4476664,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,SIMANCAS,CALLE,ALCALA,462,28027,446249.57,4476664.46,Abierto,BAR GOME-GAR,9.36,08:00:00,01:30:00,4,12
A18.29_S21_M6_I6502,BPDE_X447842_Y4474935,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,ARCOS,CALLE,ARGENTA,16,28037,447841.56,4474935.43,Abierto,BAR PUNTO DE ENCUENTRO,18.29,08:00:00,01:00:00,6,21
A28.35_S28_M8_I6503,EGDC_X440354_Y4477400,CHAMB,CHAMBERI,RIOS ROSAS,CALLE,SANTA ENGRACIA,167,28003,440353.6,4477399.53,Abierto,EL GOLFO DE CAI,28.35,10:00:00,02:30:00,8,28
A33.79_S40_M10_I6504,LDDV_X442586_Y4478789,CHAMA,CHAMARTIN,HISPANOAMERICA,CALLE,PRINCIPE DE VERGARA,273,28016,442585.6,4478788.51,Abierto,LAS DELICIAS DE VERGARA,33.79,08:00:00,01:30:00,10,40
A28.48_S24_M6_I6505,E_X441725_Y4478468,CHAMA,CHAMARTIN,HISPANOAMERICA,CALLE,PADRE DAMIAN,9,28036,441724.6,4478467.52,Abierto,EXQUISITUS,28.48,08:00:00,01:30:00,6,24
A69.49_S67_M31_I6506,R_X440337_Y4477457,CHAMB,CHAMBERI,RIOS ROSAS,CALLE,SANTA ENGRACIA,173,28003,440336.6,4477456.53,Abierto,RESTAURANTE,69.49,08:00:00,01:30:00,31,67
A21.75_S30_M8_I6507,BV_X445642_Y4471551,PUENT-DE-VALLE,PUENTE DE VALLECAS,PALOMERAS SURESTE,AVENIDA,PABLO NERUDA,3,28038,445641.55,4471551.46,Abierto,BAR VIZCAINO,21.75,10:00:00,00:00:00,8,30
A4.68_S6_M2_I6508,TSS_X440012_Y4474592,CENTR,CENTRO,SOL,CALLE,PRECIADOS,40,28013,440011.6,4474591.53,Abierto,TORNO SUBITO SL,4.68,08:00:00,01:30:00,2,6
A7.92_S10_M3_I6509,MLP_X439626_Y4473417,CENTR,CENTRO,PALACIO,CALLE,CALATRAVA,17,28005,439625.59,4473416.53,Abierto,MESON LA PALOMA,7.92,10:00:00,01:30:00,3,10
A25.72_S16_M4_I6510,LB_X448524_Y4470115,VILLA-DE-VALLE,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,FUENTESPINA,6,28031,448523.53,4470115.41,Abierto,LA BOLERA,25.72,10:00:00,02:30:00,4,16
A78.9_S88_M22_I6511,LADAL_X438991_Y4470896,CARAB,CARABANCHEL,OPAÑEL,CALLE,SANTA LUCRECIA,7,28019,438990.59,4470895.53,Abierto,LA ALEGRIA DE ANTONIO LOPEZ,78.9,10:00:00,01:30:00,22,88
A30.76_S11_M7_I6512,GT_X440078_Y4483978,FUENC-EL-PARDO,FUENCARRAL - EL PARDO,EL GOLOSO,AVENIDA,MONASTERIO DE EL ESCORIAL,24,28049,440077.64,4483977.56,Abierto,GIN TABLE,30.76,08:00:00,01:30:00,7,11
A15.3_S19_M5_I6513,M_X440684_Y4474361,CENTR,CENTRO,CORTES,CALLE,ALCALA,18,28014,440683.59,4474360.53,Abierto,MCDONALD'S,15.3,10:00:00,02:30:00,5,19
A20.88_S24_M12_I6514,N_X440456_Y4474512,CENTR,CENTRO,SOL,CALLE,MONTERA,34,28013,440455.59,4474511.53,Abierto,NOSTRUM,20.88,08:00:00,01:30:00,12,24
A139.7_S155_M62_I6515,LTDO_X447251_Y4478371,HORTA,HORTALEZA,PALOMAS,AVENIDA,ARCES,11,28042,447250.58,4478371.45,Abierto,LA TABERNA DE ORGAZ,139.7,08:00:00,01:30:00,62,155
A36.75_S38_M19_I6516,RCT_X443705_Y4477592,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,SANTA HORTENSIA,60,28002,443704.58,4477592.49,Abierto,RESTAURANTE CHINA TE,36.75,08:00:00,01:30:00,19,38
A43.06_S38_M16_I6518,CJ_X441702_Y4478091,CHAMA,CHAMARTIN,EL VISO,CALLE,SANTO DOMINGO DE SILOS,8,28036,441701.6,4478090.52,Abierto,CARL'S JR,43.06,08:00:00,01:30:00,16,38
A28.5_S40_M10_I6521,M_X448695_Y4475566,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,ROSAS,CALLE,MANCHESTER,12,28022,448694.56,4475566.42,Abierto,MIAGO,28.5,08:00:00,01:30:00,10,40
A22.68_S28_M7_I6522,R_X446156_Y4477282,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,EL SALVADOR,CALLE,TAMPICO,40,28027,446155.57,4477282.46,Abierto,RODILLA,22.68,08:00:00,00:00:00,7,28
A10_S12_M3_I6523,CD_X446932_Y4475743,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,SIMANCAS,CALLE,VIRGEN DE LA OLIVA,2,28037,446931.56,4475743.45,Abierto,CERVECERIA DOMINGUEZ,10,08:00:00,00:00:00,3,12
A42_S48_M12_I6525,RQDLM_X446610_Y4476840,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,EL SALVADOR,CALLE,MIAMI,5,28027,446609.57,4476840.45,Abierto,RESTAURANTE QUINTA DE LOS MOLINOS,42,08:00:00,00:00:00,12,48
A18.04_S21_M6_I6526,LE_X446709_Y4475782,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,SIMANCAS,CALLE,PATRIARCA SAN JOSE,13,28037,446708.56,4475782.45,Abierto,LA ESQUINITA,18.04,08:00:00,01:00:00,6,21
A32_S40_M10_I6527,BLQ_X447372_Y4474525,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,ARCOS,AVENIDA,GUADALAJARA,35,28032,447371.55,4474525.44,Abierto,BAR LA QUINTANA,32,08:00:00,00:00:00,10,40
A17.8_S20_M7_I6528,LE_X442809_Y4477103,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,GENERAL ZABALA,2,28002,442808.59,4477102.5,Abierto,LA ESQUINA,17.8,08:00:00,01:30:00,7,20
A31.06_S33_M12_I6529,P_X443013_Y4477057,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,PONTEAREAS,1,28002,443012.58,4477056.5,Abierto,PANXON,31.06,08:00:00,01:30:00,12,33
A26.74_S20_M10_I6530,CBB_X441731_Y4480111,CHAMA,CHAMARTIN,CASTILLA,CALLE,SAN RAMON NONATO,4,28046,441730.61,4480110.53,Abierto,CAFETERIA BAHIA BLANCA,26.74,08:00:00,01:30:00,10,20
A21.31_S27_M14_I6532,LEP_X441143_Y4471564,ARGAN,ARGANZUELA,DELICIAS,CALLE,EMBAJADORES,177,28045,441142.58,4471563.52,Abierto,LA EMBAJADA PJ,21.31,08:00:00,01:30:00,14,27
A26.5_S36_M9_I6533,SEH_X440698_Y4476443,CHAMB,CHAMBERI,ALMAGRO,CALLE,SANTA ENGRACIA,76,28010,440697.6,4476442.53,Abierto,SANTA ENGRACIA HOSTELERIA,26.5,10:00:00,02:30:00,9,36
A16.9_S12_M6_I6534,ETDT_X435659_Y4470980,LATIN,LATINA,ALUCHE,CALLE,CAMARENA,252,28047,435658.61,4470979.56,Abierto,EL TIMON DEL TERRAZA,16.9,08:00:00,00:30:00,6,12
A10.35_S18_M6_I6535,BLT_X435673_Y4471316,LATIN,LATINA,ALUCHE,CALLE,VALMOJADO,181,28047,435672.62,4471315.56,Abierto,BAR LA TAPA,10.35,08:00:00,01:30:00,6,18
A31.2_S44_M13_I6536,CR_X435020_Y4471097,LATIN,LATINA,LAS AGUILAS,CALLE,GUAREÑA,5,28044,435019.62,4471096.57,Abierto,CAFETERIA RIODUERO,31.2,08:00:00,01:30:00,13,44
A19.25_S24_M6_I6537,EP_X439790_Y4479617,MONCL-ARAVA,MONCLOA - ARAVACA,VALDEZARZA,CALLE,VALLDEMOSA,1,28039,439789.62,4479616.55,Abierto,EL PASO,19.25,08:00:00,02:30:00,6,24
A32.9_S34_M9_I6539,PD_X439307_Y4472874,ARGAN,ARGANZUELA,IMPERIAL,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,54,28005,439306.59,4472873.53,Abierto,POR DETERMINAR,32.9,08:00:00,01:30:00,9,34
A18.83_S15_M6_I6541,F_X441369_Y4474593,SALAM,SALAMANCA,RECOLETOS,CALLE,ALCALA,61,28014,441368.59,4474592.52,Abierto,FABORIT,18.83,08:00:00,01:30:00,6,15
A38.28_S36_M9_I6542,C_X439162_Y4476206,CHAMB,CHAMBERI,GAZTAMBIDE,CALLE,FERNANDO EL CATOLICO,77,28015,439161.61,4476205.54,Abierto,CAFETERIA,38.28,10:00:00,01:30:00,9,36
A33_S20_M5_I6543,J_X441776_Y4476109,SALAM,SALAMANCA,CASTELLANA,CALLE,SERRANO,100,28006,441775.59,4476108.52,Abierto,JOHNSON,33,08:00:00,00:00:00,5,20
A71.34_S44_M11_I6544,KM_X444959_Y4473138,MORAT,MORATALAZ,MARROQUINA,AVENIDA,MORATALAZ,137,28030,444958.56,4473138.47,Abierto,KEBAB MORATALAZ,71.34,10:00:00,01:00:00,11,44
A15.37_S17_M6_I6545,CCT_X439875_Y4476098,CHAMB,CHAMBERI,ARAPILES,CALLE,VALLEHERMOSO,37,28015,439874.6,4476097.54,Abierto,CAFETERIA CERVECERIA TORMES,15.37,08:00:00,02:30:00,6,17
A53.55_S0_M0_I6547,CRN_X444842_Y4482308,HORTA,HORTALEZA,VALDEFUENTES,CALLE,ALCALDE REDONDO ACEÑA,2,28050,444841.61,4482307.5,Abierto,CAFE RESTAURANTE NIL,53.55,10:00:00,02:30:00,0,0
A95.83_S90_M42_I6548,T_X447435_Y4478465,HORTA,HORTALEZA,PALOMAS,AVENIDA,ARCES,17,28042,447434.58,4478465.45,Abierto,TINGLAO,95.83,10:00:00,02:30:00,42,90
A28.08_S24_M8_I6551,T3_X442357_Y4471720,ARGAN,ARGANZUELA,LEGAZPI,CALLE,ESTRELLA HADAR,1,28045,442356.57,4471719.51,Abierto,TAO 3.6.9,28.08,08:00:00,01:30:00,8,24
A21.86_S50_M15_I6554,CMB_X440725_Y4478202,TETUA,TETUAN,CUATRO CAMINOS,AVENIDA,GENERAL PERON,4,28020,440724.6,4478201.53,Abierto,CAFE MIES BAR,21.86,10:00:00,02:00:00,15,50
A63.84_S42_M14_I6555,ER_X445010_Y4473205,MORAT,MORATALAZ,MARROQUINA,CALLE,MARROQUINA,36,28030,445009.56,4473205.47,Abierto,EL REFUGIO,63.84,10:00:00,01:00:00,14,42
A24.94_S24_M6_I6556,BRVM_X437796_Y4473755,LATIN,LATINA,PUERTA DEL ANGEL,PASEO,EXTREMADURA,102,28011,437795.61,4473754.55,Abierto,BAR RESTAURANTE VIP-MARIA,24.94,10:00:00,01:30:00,6,24
A2.75_S6_M3_I6557,SD_X437257_Y4473246,LATIN,LATINA,PUERTA DEL ANGEL,CALLE,JUAN PASCUAL DE MENA,7,28011,437256.61,4473245.55,Abierto,SIN DETERMINAR,2.75,08:00:00,01:30:00,3,6
A10.9_S10_M5_I6558,RP_X437735_Y4473027,LATIN,LATINA,PUERTA DEL ANGEL,CALLE,AMPELIDO,25,28011,437734.6,4473026.55,Abierto,RESTAURANTE PANGUAR,10.9,08:00:00,01:30:00,5,10
A140_S96_M24_I6559,BJ_X435078_Y4469728,LATIN,LATINA,LAS AGUILAS,CALLE,SANIA RAMEL,9,28044,435077.61,4469727.56,Abierto,BAR JULIO,140,08:00:00,00:30:00,24,96
A27.67_S35_M10_I6561,CM_X440996_Y4478988,TETUA,TETUAN,CASTILLEJOS,CALLE,HERMANO GARATE,8,28020,440995.61,4478987.53,Abierto,CAFETERIA MEDRANDA,27.67,08:00:00,00:30:00,10,35
A7.11_S8_M3_I6562,RLB_X437192_Y4470927,CARAB,CARABANCHEL,VISTA ALEGRE,CALLE,CASTROJERIZ,18,28025,437191.6,4470926.54,Abierto,RESTAURANTES LA BAMBOLA,7.11,10:00:00,01:30:00,3,8
A99.18_S108_M27_I6563,CV_X445046_Y4473224,MORAT,MORATALAZ,MARROQUINA,CALLE,MARROQUINA,40,28030,445045.56,4473224.47,Abierto,CERVECERIA VALHALLA,99.18,08:00:00,01:00:00,27,108
A29.4_S30_M15_I6564,B_X441154_Y4476936,CHAMB,CHAMBERI,RIOS ROSAS,PLAZA,SAN JUAN DE LA CRUZ,3,28003,441153.59,4476935.52,Abierto,BAR,29.4,10:00:00,02:30:00,15,30
A16.15_S10_M5_I6565,M_X441113_Y4476265,CHAMB,CHAMBERI,ALMAGRO,PASEO,GENERAL MARTINEZ CAMPOS,26,28010,441112.59,4476264.52,Abierto,MADDOCK,16.15,08:00:00,01:30:00,5,10
A9.62_S14_M5_I6566,GLR_X440178_Y4475742,CHAMB,CHAMBERI,TRAFALGAR,CALLE,SANDOVAL,25,28010,440177.6,4475741.53,Abierto,GELATERIA LA ROMANA,9.62,08:00:00,01:30:00,5,14
A14.26_S16_M6_I6567,O_X443157_Y4477240,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,CARDENAL SILICEO,26,28002,443156.58,4477239.5,Abierto,OLIVER,14.26,08:00:00,01:30:00,6,16
A35.82_S40_M16_I6570,LCDLT_X443247_Y4472171,PUENT-DE-VALLE,PUENTE DE VALLECAS,NUMANCIA,AVENIDA,ALBUFERA,1,28038,443246.57,4472171.49,Cerrado,LA CASA DE LA TORTILLA,35.82,10:00:00,02:30:00,16,40
A36.55_S18_M9_I6571,MCJ_X441799_Y4476401,SALAM,SALAMANCA,CASTELLANA,CALLE,SERRANO,118,28006,441798.59,4476400.52,Abierto,MESON CINCO JOTAS,36.55,10:00:00,00:00:00,9,18
A14.71_S28_M7_I6572,MK_X440457_Y4476165,CHAMB,CHAMBERI,TRAFALGAR,CALLE,ELOY GONZALO,20,28010,440456.6,4476164.53,Abierto,MI KACHO,14.71,08:00:00,01:30:00,7,28
A38.9_S50_M18_I6573,L_X440516_Y4473986,CENTR,CENTRO,CORTES,CALLE,HUERTAS,3,28012,440515.59,4473985.53,Abierto,LATERAL,38.9,10:00:00,01:30:00,18,50
A38.88_S48_M12_I6574,SC_X440565_Y4473991,CENTR,CENTRO,CORTES,PLAZA,SANTA ANA,7,28012,440564.59,4473990.53,Abierto,SANTA CAÑA,38.88,10:00:00,01:30:00,12,48
A38.88_S48_M12_I6575,V_X440599_Y4474014,CENTR,CENTRO,CORTES,CALLE,PRINCIPE,27,28012,440598.59,4474013.53,Abierto,VINOTECA,38.88,10:00:00,01:30:00,12,48
A38.88_S48_M16_I6576,IPDG_X440578_Y4474059,CENTR,CENTRO,CORTES,PLAZA,SANTA ANA,5,28012,440577.59,4474058.53,Abierto,IL PEZZO DI GUISEPPE,38.88,10:00:00,01:30:00,16,48
A32.35_S27_M12_I6577,BLR_X445034_Y4473218,MORAT,MORATALAZ,MARROQUINA,CALLE,MARROQUINA,38,28030,445033.56,4473218.47,Abierto,BAR LA RUINA,32.35,08:00:00,01:00:00,12,27
A18.72_S24_M8_I6578,BC_X445756_Y4479868,HORTA,HORTALEZA,CANILLAS,CALLE,TRIBALDOS,62,28043,445755.59,4479868.48,Abierto,BAR CORDOBA,18.72,10:00:00,02:30:00,8,24
A38.88_S48_M12_I6579,1M_X435419_Y4468251,CARAB,CARABANCHEL,BUENAVISTA,AVENIDA,PESETA,38,28054,435418.59,4468250.56,Abierto,100 MONTADITOS,38.88,10:00:00,01:30:00,12,48
