id_terraza;id_local;id_distrito_local;desc_distrito_local;id_barrio_local;desc_barrio_local;id_ndp_edificio;id_clase_ndp_edificio;id_vial_edificio;clase_vial_edificio;desc_vial_edificio;nom_edificio;num_edificio;Cod_Postal;coordenada_x_local;coordenada_y_local;id_tipo_acceso_local;desc_tipo_acceso_local;id_situacion_local;desc_situacion_local;secuencial_local_PC;Escalera;id_planta_agrupado;id_local_agrupado;coordenada_x_agrupacion;coordenada_y_agrupacion;rotulo;id_periodo_terraza;desc_periodo_terraza;id_situacion_terraza;desc_situacion_terraza;Superficie_ES;Superficie_RA;Fecha_confir_ult_decreto_resol;id_ndp_terraza;id_clase_ndp_terraza;ID_VIAL;DESC_CLASE;DESC_NOMBRE;nom_terraza;num_terraza;cal_terraza;desc_ubicacion_terraza;hora_ini_LJ_es;hora_fin_LJ_es;hora_ini_LJ_ra;hora_fin_LJ_ra;hora_ini_VS_es;hora_fin_VS_es;hora_ini_VS_ra;hora_fin_VS_ra;mesas_aux_es;mesas_aux_ra;mesas_es;mesas_ra;sillas_es;sillas_ra
4230;270126696;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042782;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;123;28003;439549,61;4477015,54;1;Puerta Calle;1;Abierto;30;;PB;;;;ROSANA CAFETERIA;2;Estacional;1;Abierta;93,6;;05/12/2016;11042782;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;123;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;4;;12;  
4231;270126722;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042788;1;423200;CALLE                   ;JULIAN ROMEA                                      ;NUM;5;28003;439444,61;4477123,54;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR RESTAURANTE;1;Anual;1;Abierta;18,72;18,72;05/12/2016;31043281;1;423200;CALLE                   ;JULIAN ROMEA                                      ;NUM;5; B;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;13;13;26;  
4232;270126755;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042796;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;25;28003;439430,61;4477037,54;1;Puerta Calle;1;Abierto;10;;PB;;;;PIZZA Y JARDIN;1;Anual;1;Abierta;91,05;42,71;05/12/2016;11042796;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;25;  ;Acera;08:00:00;01:00:00;08:00:00;00:00:00;08:00:00;01:30:00;08:00:00;00:00:00;0;0;27;14;95;  
4234;270127213;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042993;1;635300;AVENIDA                 ;REINA VICTORIA                                    ;NUM;41;28003;439692,61;4477555,54;1;Puerta Calle;1;Abierto;20;;PB;;;;ARLANZA;2;Estacional;1;Abierta;4,68;;05/12/2016;11042993;1;635300;AVENIDA                 ;REINA VICTORIA                                    ;NUM;41;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;2;;6;  
4236;270203674;7;CHAMBERI            ;704;ALMAGRO             ;11041016;1;273800;CALLE                   ;EL ESPAÑOLETO                                     ;NUM;2;28010;440890,59;4475834,53;1;Puerta Calle;1;Abierto;20;;PB;;;;MERCATO BALLARO;1;Anual;1;Abierta;25,68;25,68;31/12/9999;31061576;1;694525;CALLE                   ;SANTA ENGRACIA                                    ;NUM;24;  ;Zona de estacionamiento;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;00:00:00;0;0;7;4;18;  
4237;270204851;7;CHAMBERI            ;704;ALMAGRO             ;20146700;1;256500;PASEO                   ;EDUARDO DATO                                      ;NUM;5;28010;440984,59;4476037,53;1;Puerta Calle;1;Abierto;10;;PB;;;;TAIMA;1;Anual;1;Abierta;46,2;21,8;05/12/2016;20146700;1;256500;PASEO                   ;EDUARDO DATO                                      ;NUM;5;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;13;6;49;  
4239;270206525;7;CHAMBERI            ;702;ARAPILES            ;11039571;1;321900;CALLE                   ;GALILEO                                           ;NUM;36;28015;439761,6;4476086,54;1;Puerta Calle;1;Abierto;20;;PB;;;;CASA MARIA;1;Anual;1;Abierta;35,35;14,78;05/12/2016;11039571;1;321900;CALLE                   ;GALILEO                                           ;NUM;36;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;10;4;40;  
4240;270221189;7;CHAMBERI            ;701;GAZTAMBIDE          ;11038403;1;610000;CALLE                   ;PRINCESA                                          ;NUM;70;28008;439204,6;4475935,54;1;Puerta Calle;1;Abierto;10;;PB;;;;LA ESMERALDA;1;Anual;1;Abierta;29,7;29,7;05/12/2016;11038403;1;610000;CALLE                   ;PRINCESA                                          ;NUM;70;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;11;11;33;  
4241;270221210;7;CHAMBERI            ;701;GAZTAMBIDE          ;11038665;1;294000;CALLE                   ;FERNANDO EL CATOLICO                              ;NUM;77;28015;439126,61;4476181,54;1;Puerta Calle;1;Abierto;70;;PB;;;;EL MACETERO;1;Anual;1;Abierta;25,35;25,35;05/12/2016;20013184;1;67500;CALLE                   ;ARCIPRESTE DE HITA                                ;NUM;12;  ;Acera;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;01:30:00;10:00:00;00:00:00;0;0;10;10;30;  
4242;270226351;7;CHAMBERI            ;702;ARAPILES            ;11039764;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;11;28015;439854,6;4475817,54;1;Puerta Calle;1;Abierto;20;;PB;;;;EL CAPRICHO DE LA REINA;2;Estacional;1;Abierta;10,14;;05/12/2016;11039764;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;11;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;4;;12;  
4243;270230746;7;CHAMBERI            ;703;TRAFALGAR           ;11040643;1;444200;CALLE                   ;LUCHANA                                           ;NUM;36;28010;440748,59;4475898,53;1;Puerta Calle;1;Abierto;20;;PB;;;;CERVECERIA LUCHANA;1;Anual;1;Abierta;33,69;17,45;05/12/2016;11040643;1;444200;CALLE                   ;LUCHANA                                           ;NUM;36;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;16;8;45;  
4244;270231027;7;CHAMBERI            ;702;ARAPILES            ;11039239;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;72;28015;439931,6;4476559,54;1;Puerta Calle;1;Abierto;20;;PB;;;;BAR LUGA;1;Anual;1;Abierta;11,83;11,83;05/12/2016;11039239;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;72;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;5;5;14;  
4245;270235492;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042680;1;47600;CALLE                   ;ANDRES MELLADO                                    ;NUM;89;28003;439417,61;4476969,54;1;Puerta Calle;1;Abierto;30;;PB;;;;BAR QUIRICO;1;Anual;1;Abierta;23,04;23,04;05/12/2016;11042705;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;28;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;8;8;26;  
4246;270364422;7;CHAMBERI            ;703;TRAFALGAR           ;11040651;1;461900;CALLE                   ;MANUEL CORTINA                                    ;NUM;13;28010;440855,59;4475832,53;1;Puerta Calle;1;Abierto;30;;PB;;;;ROCAMAR;1;Anual;1;Abierta;10,56;10,56;05/12/2016;20013970;1;694525;CALLE                   ;SANTA ENGRACIA                                    ;NUM;27;  ;Acera;08:00:00;01:00:00;08:00:00;00:00:00;08:00:00;01:30:00;08:00:00;00:00:00;0;0;6;6;20;  
4247;270451907;7;CHAMBERI            ;703;TRAFALGAR           ;11040599;1;444200;CALLE                   ;LUCHANA                                           ;NUM;37;28010;440772,59;4475972,53;1;Puerta Calle;1;Abierto;10;;PB;;;;AMELIA.;1;Anual;1;Abierta;12,1;12,1;05/12/2016;11040599;1;444200;CALLE                   ;LUCHANA                                           ;NUM;37;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;5;5;17;  
4248;270470936;7;CHAMBERI            ;705;RIOS ROSAS          ;11041596;1;115000;CALLE                   ;BRETON DE LOS HERREROS                            ;NUM;46;28003;441049,59;4476747,53;1;Puerta Calle;1;Abierto;30;;PB;;;;QUERCUS;1;Anual;1;Abierta;32;32;05/12/2016;31054496;1;115000;CALLE                   ;BRETON DE LOS HERREROS                            ;NUM;46; A;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;5;5;15;  
4249;270474407;7;CHAMBERI            ;701;GAZTAMBIDE          ;11039036;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;81;28015;439516,6;4476526,54;1;Puerta Calle;1;Abierto;10;;PB;;;;DELTA CAFE;1;Anual;1;Abierta;17,17;17,17;05/12/2016;11039036;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;81;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;5;5;18;  
4251;270483613;7;CHAMBERI            ;704;ALMAGRO             ;11041574;1;505700;CALLE                   ;MIGUEL ANGEL                                      ;NUM;11;28010;441352,59;4476323,52;1;Puerta Calle;1;Abierto;20;;PB;;;;VIPS;1;Anual;1;Abierta;28,08;28,08;05/12/2016;11041574;1;505700;CALLE                   ;MIGUEL ANGEL                                      ;NUM;11;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;10;10;38;  
4252;270486247;7;CHAMBERI            ;702;ARAPILES            ;11039451;1;114600;CALLE                   ;BRAVO MURILLO                                     ;NUM;3;28015;440242,6;4476194,53;1;Puerta Calle;1;Abierto;30;;PB;;;;BAR RESTAURANTE;2;Estacional;1;Abierta;18,9;;05/12/2016;11039451;1;114600;CALLE                   ;BRAVO MURILLO                                     ;NUM;3;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;6;;18;  
4254;270489767;7;CHAMBERI            ;702;ARAPILES            ;11039746;1;321900;CALLE                   ;GALILEO                                           ;NUM;12;28015;439749,081977896;4475836,39157815;1;Puerta Calle;1;Abierto;10;;PB;;;;RÓTULO NO INFORMADO;1;Anual;1;Abierta;18,52;18,52;05/12/2016;11039746;1;321900;CALLE                   ;GALILEO                                           ;NUM;12;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;8;8;26;  
4255;270489832;7;CHAMBERI            ;705;RIOS ROSAS          ;11041644;1;397700;CALLE                   ;JOSE ABASCAL                                      ;NUM;59;28003;441257,59;4476630,52;1;Puerta Calle;1;Abierto;10;;PB;;;;LAS BRIDAS BAR;1;Anual;1;Abierta;29,14;29,14;05/12/2016;11041644;1;397700;CALLE                   ;JOSE ABASCAL                                      ;NUM;59;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;9;9;34;  
4256;270490826;7;CHAMBERI            ;703;TRAFALGAR           ;11040342;1;397700;CALLE                   ;JOSE ABASCAL                                      ;NUM;8;28003;440549,6;4476647,53;1;Puerta Calle;1;Abierto;20;;PB;;;;TRYP MADRID CHAMBERÍ;1;Anual;1;Abierta;22,38;22,38;05/12/2016;11040342;1;397700;CALLE                   ;JOSE ABASCAL                                      ;NUM;8;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;8;8;28;  
4257;270492005;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042590;1;297025;AVENIDA                 ;FILIPINAS                                         ;NUM;16;28003;439733,6;4476806,54;1;Puerta Calle;1;Abierto;30;;PB;;;;LA CREPERIE;2;Estacional;1;Abierta;17,04;;05/12/2016;11042590;1;297025;AVENIDA                 ;FILIPINAS                                         ;NUM;16;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;5;;16;  
4258;270508329;7;CHAMBERI            ;702;ARAPILES            ;11039613;1;65900;CALLE                   ;ARAPILES                                          ;NUM;10;28015;440039,6;4476083,53;1;Puerta Calle;1;Abierto;10;;PB;;;;EL CORTE INGLES;1;Anual;1;Abierta;73;73;05/12/2016;11039613;1;65900;CALLE                   ;ARAPILES                                          ;NUM;10;  ;Plaza peatonal;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;42;42;84;  
4259;270522611;7;CHAMBERI            ;701;GAZTAMBIDE          ;11039149;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;45;28003;439488,61;4476711,54;1;Puerta Calle;1;Abierto;20;;PB;;;;EL DESAFÍO;1;Anual;1;Abierta;56,7;24;05/12/2016;11039149;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;45;  ;Acera;08:00:00;01:30:00;08:00:00;01:30:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;11;7;38;  
4261;270527353;7;CHAMBERI            ;702;ARAPILES            ;11039521;1;293500;CALLE                   ;FERNANDEZ DE LOS RIOS                             ;NUM;41;28015;439773,6;4476293,54;1;Puerta Calle;1;Abierto;30;;PB;;;;BARRERA;1;Anual;1;Abierta;8,31;8,31;05/12/2016;11039521;1;293500;CALLE                   ;FERNANDEZ DE LOS RIOS                             ;NUM;41;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;5;5;15;  
4262;270533510;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042771;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;21;28003;439361,61;4476978,54;1;Puerta Calle;1;Abierto;40;;PB;;;;SALES;1;Anual;1;Abierta;23,18;23,18;05/12/2016;11042771;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;21;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;8;8;28;  
4263;270538189;7;CHAMBERI            ;703;TRAFALGAR           ;11039962;1;313100;CALLE                   ;FUENCARRAL                                        ;NUM;133;28010;440307,6;4475912,53;1;Puerta Calle;1;Abierto;10;;PB;;;;PARTY FIESTA;1;Anual;1;Abierta;51,84;51,84;05/12/2016;20013718;1;100600;CALLE                   ;BELVIS                                            ;NUM;2;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;15;15;64;  
4264;270538615;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042495;1;297025;AVENIDA                 ;FILIPINAS                                         ;NUM;40;28003;440004,6;4476933,54;1;Puerta Calle;1;Abierto;20;;PB;;;;KUBO KING;1;Anual;1;Abierta;65,97;31,68;05/12/2016;11042495;1;297025;AVENIDA                 ;FILIPINAS                                         ;NUM;40;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;23;10;74;  
4265;270539068;7;CHAMBERI            ;705;RIOS ROSAS          ;11042029;1;475300;CALLE                   ;MARIA DE GUZMAN                                   ;NUM;5;28003;440377,6;4477322,53;1;Puerta Calle;4;Cerrado;30;;PB;;;;DA ROMA;2;Estacional;1;Abierta;9,72;;05/12/2016;11042038;1;694525;CALLE                   ;SANTA ENGRACIA                                    ;NUM;155;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;6;;24;  
4267;270545537;7;CHAMBERI            ;702;ARAPILES            ;11039539;1;321900;CALLE                   ;GALILEO                                           ;NUM;56;28015;439770,6;4476265,54;1;Puerta Calle;1;Abierto;10;;PB;;;;RAICES DEL MUNDO;1;Anual;1;Abierta;17,16;11,16;05/12/2016;11039539;1;321900;CALLE                   ;GALILEO                                           ;NUM;56;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;5;4;20;  
4269;270548935;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042749;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;7;28003;439215,61;4476851,54;1;Puerta Calle;1;Abierto;15;;PB;;;;FRIED CHICKEN AMIRSA;2;Estacional;1;Abierta;21,24;13,55;05/12/2016;11042749;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;7;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;;6;;24;  
4270;270552623;7;CHAMBERI            ;703;TRAFALGAR           ;11040176;1;328400;CALLE                   ;GENERAL ALVAREZ DE CASTRO                         ;NUM;3;28010;0;0;3;Interior;1;Abierto;0;;PB;;;;JOSE GONZALO LÓPEZ GÓMEZ;1;Anual;1;Abierta;42,43;42,43;05/12/2016;11040176;1;328400;CALLE                   ;GENERAL ALVAREZ DE CASTRO                         ;NUM;3;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;16;16;51;  
4272;280036000;7;CHAMBERI            ;701;GAZTAMBIDE          ;11038836;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;40;28015;439521,6;4476268,54;1;Puerta Calle;1;Abierto;20;;PB;;;;RESTAURANTE MEMBIBRE;1;Anual;1;Abierta;22,98;22,98;05/12/2016;11038836;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;40;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;12;12;25;  
4273;280036003;7;CHAMBERI            ;701;GAZTAMBIDE          ;11038840;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;55;28015;439498,6;4476271,54;1;Puerta Calle;1;Abierto;20;;PB;;;;NAJERA;2;Estacional;1;Abierta;20,23;;05/12/2016;11038840;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;55;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;6;;24;  
4274;280036091;7;CHAMBERI            ;701;GAZTAMBIDE          ;11039032;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;73;28015;439512,6;4476471,54;1;Puerta Calle;1;Abierto;20;;PB;;;;EL BOMBO;1;Anual;1;Abierta;22;22;05/12/2016;11039032;1;352700;CALLE                   ;GUZMAN EL BUENO                                   ;NUM;73;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;10;10;28;  
4275;280036112;7;CHAMBERI            ;701;GAZTAMBIDE          ;11039081;1;396100;CALLE                   ;JOAQUIN MARIA LOPEZ                               ;NUM;41;28015;439397,61;4476544,54;1;Puerta Calle;1;Abierto;10;;PB;;;;CHIRIPA BAR;1;Anual;1;Abierta;19,07;19,07;05/12/2016;11039085;1;396100;CALLE                   ;JOAQUIN MARIA LOPEZ                               ;NUM;41; B;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;8;8;24;  
4276;280036140;7;CHAMBERI            ;701;GAZTAMBIDE          ;11039122;1;327700;CALLE                   ;GAZTAMBIDE                                        ;NUM;64;28015;439357,61;4476720,54;1;Puerta Calle;1;Abierto;20;;PB;;;;GRANIER;1;Anual;1;Abierta;25,98;25,98;05/12/2016;31022679;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;57;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;10;11;37;  
4277;280036161;7;CHAMBERI            ;701;GAZTAMBIDE          ;11039150;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;49;28003;439444,61;4476713,54;1;Puerta Calle;1;Abierto;20;;PB;;;;RIAÑO;1;Anual;1;Abierta;102,52;102,52;05/12/2016;31049549;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;49; A;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;19;19;60;  
4278;280036191;7;CHAMBERI            ;702;ARAPILES            ;11039325;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;62;28015;439925,6;4476483,54;1;Puerta Calle;1;Abierto;10;;PB;;;;LAVIOLETA;1;Anual;1;Abierta;25,06;13,46;05/12/2016;11039325;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;62;  ;Acera;08:00:00;01:00:00;08:00:00;00:00:00;08:00:00;01:30:00;08:00:00;00:00:00;0;0;8;4;28;  
4279;280036264;7;CHAMBERI            ;702;ARAPILES            ;11039207;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;15;28003;439883,6;4476689,54;1;Puerta Calle;1;Abierto;10;;PB;;;;CAFETERIA JAYMA;2;Estacional;1;Abierta;15,84;;05/12/2016;11039207;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;15;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;6;;20;  
4280;280038232;7;CHAMBERI            ;705;RIOS ROSAS          ;11041720;1;34700;CALLE                   ;ALONSO CANO                                       ;NUM;38;28003;440846,6;4476887,53;1;Puerta Calle;1;Abierto;10;;PB;;;;EL CAPIROTE;1;Anual;1;Abierta;14,13;14,13;05/12/2016;11041720;1;34700;CALLE                   ;ALONSO CANO                                       ;NUM;38;  ;Zona de estacionamiento;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;3;3;8;  
4281;280038293;7;CHAMBERI            ;705;RIOS ROSAS          ;11042158;1;642000;CALLE                   ;RIOS ROSAS                                        ;NUM;53;28003;440938,6;4477037,53;1;Puerta Calle;1;Abierto;10;;PB;;;;LA TABERNA DE FRANCESCO;1;Anual;1;Abierta;14,04;14,04;05/12/2016;11042158;1;642000;CALLE                   ;RIOS ROSAS                                        ;NUM;53;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;6;6;18;  
4282;285012629;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042794;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;36;28003;439529,61;4477066,54;1;Puerta Calle;1;Abierto;10;;PB;;;;100 MONTADITOS;1;Anual;1;Abierta;51,12;51,12;05/12/2016;11042794;1;669400;PASEO                   ;SAN FRANCISCO DE SALES                            ;NUM;36;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;12;12;44;  
4283;285012656;7;CHAMBERI            ;703;TRAFALGAR           ;20014062;1;694525;CALLE                   ;SANTA ENGRACIA                                    ;NUM;1;28010;440953,59;4475535,52;1;Puerta Calle;1;Abierto;10;;PB;;;;HOTEL SARDINERO;1;Anual;1;Abierta;54;54;05/12/2016;11040757;1;35300;PLAZA                   ;ALONSO MARTINEZ                                   ;NUM;3;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;16;16;47;  
4284;70001389;7;CHAMBERI            ;702;ARAPILES            ;11039471;1;622200;GLORIETA                ;QUEVEDO                                           ;NUM;6;28015;440240,6;4476166,53;1;Puerta Calle;1;Abierto;30;;PB;;;;MASQMENOS;1;Anual;1;Abierta;14,47;14,47;05/12/2016;11039471;1;622200;GLORIETA                ;QUEVEDO                                           ;NUM;6;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;8;8;24;  
4286;70001818;7;CHAMBERI            ;703;TRAFALGAR           ;11040234;1;114600;CALLE                   ;BRAVO MURILLO                                     ;NUM;26;28015;440283,6;4476430,53;1;Puerta Calle;1;Abierto;30;;PB;;;;TAPEANDO;1;Anual;1;Abierta;13,98;13,98;05/12/2016;11040234;1;114600;CALLE                   ;BRAVO MURILLO                                     ;NUM;26;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;6;3;24;  
4287;70002041;7;CHAMBERI            ;706;VALLEHERMOSO        ;11042581;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;38;28003;439718,6;4476730,54;1;Puerta Calle;1;Abierto;10;;PB;;;;RESTAURANTE ALCARAVEA;1;Anual;1;Abierta;33,48;33,48;05/12/2016;11042581;1;159800;CALLE                   ;CEA BERMUDEZ                                      ;NUM;38;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;4;4;15;  
4288;70002410;7;CHAMBERI            ;701;GAZTAMBIDE          ;11038660;1;293500;CALLE                   ;FERNANDEZ DE LOS RIOS                             ;NUM;93;28015;439155,61;4476310,54;1;Puerta Calle;1;Abierto;90;;PB;;;;VIVIENDAS DE USO TURISTICO;2;Estacional;1;Abierta;12,96;;05/12/2016;11038660;1;293500;CALLE                   ;FERNANDEZ DE LOS RIOS                             ;NUM;93;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;4;;16;  
4289;270114271;7;CHAMBERI            ;702;ARAPILES            ;11039432;1;114600;CALLE                   ;BRAVO MURILLO                                     ;NUM;15;28015;440245,6;4476294,53;1;Puerta Calle;1;Abierto;20;;PB;;;;CAFETERIA ISABEL;1;Anual;1;Abierta;26,35;26,35;05/12/2016;11039432;1;114600;CALLE                   ;BRAVO MURILLO                                     ;NUM;15;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;9;9;27;  
4290;270115731;7;CHAMBERI            ;702;ARAPILES            ;11039746;1;321900;CALLE                   ;GALILEO                                           ;NUM;12;28015;439748,552810171;4475824,56468031;1;Puerta Calle;1;Abierto;20;;PB;;;;BAR;1;Anual;1;Abierta;28,64;11,88;05/12/2016;11039746;1;321900;CALLE                   ;GALILEO                                           ;NUM;12;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;12;5;43;  
4291;270115831;7;CHAMBERI            ;702;ARAPILES            ;11039759;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;16;28015;0;0;1;Puerta Calle;9;Baja Reunificación;20;;PB;;;;EL RINCON DE VALLEHERMOSO;1;Anual;1;Abierta;13,1;5,94;05/12/2016;11039759;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;16;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;4;2;12;  
4292;270115864;7;CHAMBERI            ;702;ARAPILES            ;11039765;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;15;28015;439857,6;4475865,54;1;Puerta Calle;1;Abierto;20;;PB;;;;NO SOLICITADO;1;Anual;1;Abierta;28;28;05/12/2016;11039765;1;768800;CALLE                   ;VALLEHERMOSO                                      ;NUM;15;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;12;6;36;  
