id_registroPeatones,calle,numPeatones,fechaHora,distrito,codigoPostal,observacionesDireccion,latitud,longitud
PERM_PEA04_PM012021-06-01T08:00Z,calle de Hortaleza,11,2021-06-01T08:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-06-01T08:00Z,Carrera de San Jerónimo,12,2021-06-01T08:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-06-01T08:00Z,Calle de Atocha,47,2021-06-01T08:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-06-01T08:00Z,Calle Mayor,57,2021-06-01T08:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-06-01T08:00Z,Gran Vía,12,2021-06-01T08:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-06-01T08:00Z,Gran Vía,12,2021-06-01T08:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-06-01T08:00Z,Paseo de Recoletos,68,2021-06-01T08:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-06-01T08:00Z,calle de Génova,45,2021-06-01T08:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-06-01T08:00Z,"Calle de las Huertas, Madrid",6,2021-06-01T08:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-06-01T08:00Z,Madrid Río,14,2021-06-01T08:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-06-01T08:00Z,Princesa,127,2021-06-01T08:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-06-01T08:00Z,Calle de Alberto Aguilera,342,2021-06-01T08:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-06-01T08:00Z,Calle de Toledo,150,2021-06-01T08:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-06-01T08:00Z,Plaza del Emperador Carlos V,15,2021-06-01T08:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-06-01T08:00Z,Ronda de Valencia,66,2021-06-01T08:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-06-01T08:00Z,Alcalá Street,73,2021-06-01T08:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-06-01T08:00Z,Calle Bailén,6,2021-06-01T08:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-06-01T12:00Z,calle de Fuencarral,466,2021-06-01T12:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-06-01T12:00Z,San Bernardo street,119,2021-06-01T12:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-06-01T12:00Z,calle de Hortaleza,95,2021-06-01T12:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-06-01T12:00Z,Carrera de San Jerónimo,97,2021-06-01T12:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-06-01T12:00Z,Calle de Atocha,106,2021-06-01T12:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-06-01T12:00Z,Calle Mayor,479,2021-06-01T12:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-06-01T12:00Z,Gran Vía,338,2021-06-01T12:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-06-01T12:00Z,Gran Vía,223,2021-06-01T12:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-06-01T12:00Z,Paseo de Recoletos,9,2021-06-01T12:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-06-01T12:00Z,calle de Génova,68,2021-06-01T12:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-06-01T12:00Z,"Calle de las Huertas, Madrid",29,2021-06-01T12:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-06-01T12:00Z,Madrid Río,226,2021-06-01T12:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-06-01T12:00Z,Princesa,186,2021-06-01T12:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-06-01T12:00Z,Calle de Alberto Aguilera,158,2021-06-01T12:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-06-01T12:00Z,Calle de Toledo,909,2021-06-01T12:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-06-01T12:00Z,Plaza del Emperador Carlos V,270,2021-06-01T12:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-06-01T12:00Z,Ronda de Valencia,52,2021-06-01T12:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-06-01T12:00Z,Alcalá Street,64,2021-06-01T12:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-06-01T12:00Z,Calle Bailén,45,2021-06-01T12:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-06-01T16:00Z,calle de Fuencarral,813,2021-06-01T16:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-06-01T16:00Z,San Bernardo street,80,2021-06-01T16:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-06-01T16:00Z,calle de Hortaleza,142,2021-06-01T16:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-06-01T16:00Z,Carrera de San Jerónimo,205,2021-06-01T16:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-06-01T16:00Z,Calle de Atocha,221,2021-06-01T16:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-06-01T16:00Z,Calle Mayor,213,2021-06-01T16:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-06-01T16:00Z,Gran Vía,643,2021-06-01T16:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-06-01T16:00Z,Gran Vía,355,2021-06-01T16:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-06-01T16:00Z,Paseo de Recoletos,33,2021-06-01T16:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-06-01T16:00Z,calle de Génova,76,2021-06-01T16:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-06-01T16:00Z,"Calle de las Huertas, Madrid",34,2021-06-01T16:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-06-01T16:00Z,Madrid Río,118,2021-06-01T16:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-06-01T16:00Z,Princesa,117,2021-06-01T16:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-06-01T16:00Z,Calle de Alberto Aguilera,62,2021-06-01T16:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-06-01T16:00Z,Calle de Toledo,522,2021-06-01T16:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-06-01T16:00Z,Plaza del Emperador Carlos V,241,2021-06-01T16:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-06-01T16:00Z,Ronda de Valencia,97,2021-06-01T16:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-06-01T16:00Z,Alcalá Street,196,2021-06-01T16:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-06-01T16:00Z,Calle Bailén,189,2021-06-01T16:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-06-01T20:00Z,calle de Fuencarral,1.434,2021-06-01T20:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-06-01T20:00Z,San Bernardo street,175,2021-06-01T20:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-06-01T20:00Z,calle de Hortaleza,277,2021-06-01T20:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-06-01T20:00Z,Carrera de San Jerónimo,166,2021-06-01T20:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-06-01T20:00Z,Calle de Atocha,215,2021-06-01T20:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-06-01T20:00Z,Calle Mayor,700,2021-06-01T20:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-06-01T20:00Z,Gran Vía,1.2,2021-06-01T20:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-06-01T20:00Z,Gran Vía,1,2021-06-01T20:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-06-01T20:00Z,Paseo de Recoletos,120,2021-06-01T20:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-06-01T20:00Z,calle de Génova,107,2021-06-01T20:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-06-01T20:00Z,"Calle de las Huertas, Madrid",55,2021-06-01T20:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-06-01T20:00Z,Madrid Río,161,2021-06-01T20:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-06-01T20:00Z,Princesa,54,2021-06-01T20:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-06-01T20:00Z,Calle de Alberto Aguilera,177,2021-06-01T20:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-06-01T20:00Z,Calle de Toledo,802,2021-06-01T20:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-06-01T20:00Z,Plaza del Emperador Carlos V,326,2021-06-01T20:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-06-01T20:00Z,Ronda de Valencia,56,2021-06-01T20:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-06-01T20:00Z,Alcalá Street,470,2021-06-01T20:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-06-01T20:00Z,Calle Bailén,177,2021-06-01T20:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-07-01T00:00Z,calle de Fuencarral,417,2021-07-01T00:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-07-01T00:00Z,San Bernardo street,32,2021-07-01T00:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-07-01T00:00Z,calle de Hortaleza,70,2021-07-01T00:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-07-01T00:00Z,Carrera de San Jerónimo,46,2021-07-01T00:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-07-01T00:00Z,Calle de Atocha,31,2021-07-01T00:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-07-01T00:00Z,Calle Mayor,26,2021-07-01T00:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-07-01T00:00Z,Gran Vía,160,2021-07-01T00:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-07-01T00:00Z,Gran Vía,104,2021-07-01T00:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-07-01T00:00Z,Paseo de Recoletos,46,2021-07-01T00:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-07-01T00:00Z,calle de Génova,32,2021-07-01T00:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-07-01T00:00Z,"Calle de las Huertas, Madrid",18,2021-07-01T00:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-07-01T00:00Z,Madrid Río,19,2021-07-01T00:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-07-01T00:00Z,Princesa,92,2021-07-01T00:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-07-01T00:00Z,Calle de Alberto Aguilera,50,2021-07-01T00:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-07-01T00:00Z,Calle de Toledo,345,2021-07-01T00:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-07-01T00:00Z,Plaza del Emperador Carlos V,163,2021-07-01T00:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-07-01T00:00Z,Ronda de Valencia,63,2021-07-01T00:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-07-01T00:00Z,Alcalá Street,150,2021-07-01T00:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-07-01T00:00Z,Calle Bailén,35,2021-07-01T00:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-07-01T04:00Z,calle de Fuencarral,209,2021-07-01T04:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-07-01T04:00Z,San Bernardo street,4,2021-07-01T04:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-07-01T04:00Z,calle de Hortaleza,22,2021-07-01T04:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-07-01T04:00Z,Carrera de San Jerónimo,26,2021-07-01T04:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-07-01T04:00Z,Calle de Atocha,3,2021-07-01T04:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-07-01T04:00Z,Calle Mayor,4,2021-07-01T04:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-07-01T04:00Z,Gran Vía,3,2021-07-01T04:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-07-01T04:00Z,Gran Vía,5,2021-07-01T04:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-07-01T04:00Z,Paseo de Recoletos,58,2021-07-01T04:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-07-01T04:00Z,calle de Génova,33,2021-07-01T04:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-07-01T04:00Z,"Calle de las Huertas, Madrid",2,2021-07-01T04:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-07-01T04:00Z,Madrid Río,1,2021-07-01T04:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-07-01T04:00Z,Princesa,1,2021-07-01T04:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-07-01T04:00Z,Calle de Alberto Aguilera,9,2021-07-01T04:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-07-01T04:00Z,Calle de Toledo,27,2021-07-01T04:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-07-01T04:00Z,Plaza del Emperador Carlos V,1,2021-07-01T04:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-07-01T04:00Z,Ronda de Valencia,70,2021-07-01T04:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-07-01T04:00Z,Alcalá Street,100,2021-07-01T04:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-07-01T04:00Z,Calle Bailén,0,2021-07-01T04:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-07-01T08:00Z,calle de Fuencarral,271,2021-07-01T08:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-07-01T08:00Z,San Bernardo street,44,2021-07-01T08:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-07-01T08:00Z,calle de Hortaleza,21,2021-07-01T08:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-07-01T08:00Z,Carrera de San Jerónimo,22,2021-07-01T08:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-07-01T08:00Z,Calle de Atocha,38,2021-07-01T08:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-07-01T08:00Z,Calle Mayor,9,2021-07-01T08:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-07-01T08:00Z,Gran Vía,74,2021-07-01T08:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-07-01T08:00Z,Gran Vía,61,2021-07-01T08:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-07-01T08:00Z,Paseo de Recoletos,63,2021-07-01T08:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-07-01T08:00Z,calle de Génova,96,2021-07-01T08:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-07-01T08:00Z,"Calle de las Huertas, Madrid",12,2021-07-01T08:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-07-01T08:00Z,Madrid Río,63,2021-07-01T08:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-07-01T08:00Z,Princesa,148,2021-07-01T08:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-07-01T08:00Z,Calle de Alberto Aguilera,45,2021-07-01T08:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-07-01T08:00Z,Calle de Toledo,309,2021-07-01T08:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-07-01T08:00Z,Plaza del Emperador Carlos V,69,2021-07-01T08:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-07-01T08:00Z,Ronda de Valencia,48,2021-07-01T08:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-07-01T08:00Z,Alcalá Street,128,2021-07-01T08:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-07-01T08:00Z,Calle Bailén,25,2021-07-01T08:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-07-01T12:00Z,calle de Fuencarral,3.004,2021-07-01T12:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-07-01T12:00Z,San Bernardo street,172,2021-07-01T12:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-07-01T12:00Z,calle de Hortaleza,117,2021-07-01T12:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-07-01T12:00Z,Carrera de San Jerónimo,128,2021-07-01T12:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-07-01T12:00Z,Calle de Atocha,236,2021-07-01T12:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-07-01T12:00Z,Calle Mayor,235,2021-07-01T12:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-07-01T12:00Z,Gran Vía,1.334,2021-07-01T12:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-07-01T12:00Z,Gran Vía,684,2021-07-01T12:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-07-01T12:00Z,Paseo de Recoletos,46,2021-07-01T12:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-07-01T12:00Z,calle de Génova,259,2021-07-01T12:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-07-01T12:00Z,"Calle de las Huertas, Madrid",58,2021-07-01T12:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-07-01T12:00Z,Madrid Río,362,2021-07-01T12:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-07-01T12:00Z,Princesa,107,2021-07-01T12:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-07-01T12:00Z,Calle de Alberto Aguilera,288,2021-07-01T12:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-07-01T12:00Z,Calle de Toledo,1.025,2021-07-01T12:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-07-01T12:00Z,Plaza del Emperador Carlos V,381,2021-07-01T12:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-07-01T12:00Z,Ronda de Valencia,160,2021-07-01T12:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-07-01T12:00Z,Alcalá Street,130,2021-07-01T12:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-07-01T12:00Z,Calle Bailén,227,2021-07-01T12:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-07-01T16:00Z,calle de Fuencarral,2.172,2021-07-01T16:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-07-01T16:00Z,San Bernardo street,74,2021-07-01T16:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-07-01T16:00Z,calle de Hortaleza,261,2021-07-01T16:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-07-01T16:00Z,Carrera de San Jerónimo,297,2021-07-01T16:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-07-01T16:00Z,Calle de Atocha,93,2021-07-01T16:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-07-01T16:00Z,Calle Mayor,20,2021-07-01T16:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-07-01T16:00Z,Gran Vía,957,2021-07-01T16:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-07-01T16:00Z,Gran Vía,589,2021-07-01T16:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-07-01T16:00Z,Paseo de Recoletos,42,2021-07-01T16:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-07-01T16:00Z,calle de Génova,165,2021-07-01T16:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-07-01T16:00Z,"Calle de las Huertas, Madrid",33,2021-07-01T16:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-07-01T16:00Z,Madrid Río,151,2021-07-01T16:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-07-01T16:00Z,Princesa,205,2021-07-01T16:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-07-01T16:00Z,Calle de Alberto Aguilera,264,2021-07-01T16:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-07-01T16:00Z,Calle de Toledo,666,2021-07-01T16:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-07-01T16:00Z,Plaza del Emperador Carlos V,180,2021-07-01T16:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-07-01T16:00Z,Ronda de Valencia,162,2021-07-01T16:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-07-01T16:00Z,Alcalá Street,170,2021-07-01T16:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-07-01T16:00Z,Calle Bailén,77,2021-07-01T16:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-07-01T20:00Z,calle de Fuencarral,5.338,2021-07-01T20:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-07-01T20:00Z,San Bernardo street,214,2021-07-01T20:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-07-01T20:00Z,calle de Hortaleza,100,2021-07-01T20:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-07-01T20:00Z,Carrera de San Jerónimo,329,2021-07-01T20:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-07-01T20:00Z,Calle de Atocha,201,2021-07-01T20:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-07-01T20:00Z,Calle Mayor,19,2021-07-01T20:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
