TRAM,Measurement,Unit,X_Coordinate,Y_Coordinate
T08468M,20-25,µg/m³,428830.52422722,4584711.44875587
T21331E,20-25,µg/m³,430302.05004018,4587289.85963346
T07500R,20-25,µg/m³,425649.74886527,4582418.16747188
T07120J,25-30,µg/m³,427128.63978427,4582500.42934357
T02840O,25-30,µg/m³,427793.68680975,4580524.24524576
T02245B,30-35,µg/m³,431657.98632428,4583492.30144524
T07783Q,20-25,µg/m³,429712.34088426,4583566.77030896
T08080W,25-30,µg/m³,429420.06822831,4583013.79369222
T02505C,25-30,µg/m³,431075.82491542,4583688.25214991
T04236I,25-30,µg/m³,430645.55050921,4584905.07524748
T04547U,20-25,µg/m³,430867.80611392,4586127.08349425
T01584N,25-30,µg/m³,431203.75049519,4581370.67364579
T06056O,20-25,µg/m³,431999.88117675,4586828.73004569
T07373C,20-25,µg/m³,427311.40016154,4582117.79836629
T10402T,20-25,µg/m³,428699.38377753,4583232.48950907
T07638I,20-25,µg/m³,426316.69450179,4580916.17408295
T11237C,20-25,µg/m³,428456.84016999,4584254.16390812
T04715S,25-30,µg/m³,430122.49565041,4586614.58392115
RD0035I,35-40,µg/m³,428797.26264621,4587432.52309811
T05364T,20-25,µg/m³,429683.04623883,4587574.39279482
T05239P,25-30,µg/m³,429683.57489536,4587132.78308779
T04732T,20-25,µg/m³,430216.08846101,4586702.57234956
T10805I,20-25,µg/m³,426596.32330856,4583468.08887541
T14420L,20-25,µg/m³,427610.6185037,4581706.81945902
T13303D,20-25,µg/m³,431590.96697671,4581618.48709239
T06014E,25-30,µg/m³,431858.76809813,4586979.16135321
T02593S,25-30,µg/m³,431089.32048354,4583891.65435627
T18095I,20-25,µg/m³,431396.16121314,4587220.84223971
T21341G,20-25,µg/m³,434178.72748878,4585107.15282319
T06655F,20-25,µg/m³,433888.07843587,4587534.10887339
T09995I,25-30,µg/m³,433269.95777891,4583356.87703751
T11274H,20-25,µg/m³,427677.55176901,4584228.85280267
T15386E,20-25,µg/m³,432430.49302264,4587512.49187255
T00687P,25-30,µg/m³,431398.02161573,4582136.60634691
T12673W,30-35,µg/m³,431182.60677137,4588394.1007191
T11582Q,20-25,µg/m³,426059.91459489,4583878.82158647
T11954Y,20-25,µg/m³,431730.79828836,4588350.14749764
T08404W,20-25,µg/m³,429756.30116304,4584514.66441027
T07829N,20-25,µg/m³,429905.28231729,4583584.54686772
T05541S,15-20,µg/m³,427747.87119205,4586511.44782968
T21082G,25-30,µg/m³,428905.38104909,4584409.87272943
T08760N,20-25,µg/m³,430205.32727127,4584437.69587597
T12935Z,20-25,µg/m³,431781.47712746,4589769.25835262
T12987L,20-25,µg/m³,431161.38863704,4590227.2087718
T05734Z,25-30,µg/m³,431945.63708049,4586034.78619024
T21531K,25-30,µg/m³,432318.39225802,4588885.54389314
T21513I,25-30,µg/m³,433729.43954317,4585997.15463427
T07860M,20-25,µg/m³,429387.52023394,4583941.68634982
T08057X,20-25,µg/m³,428996.62325091,4583760.41304986
RL0021U,20-25,µg/m³,426154.17153011,4576813.37726271
T01740H,20-25,µg/m³,429743.91369675,4581035.87520567
T02209X,25-30,µg/m³,429081.64855642,4582862.58203671
T07238W,20-25,µg/m³,427374.66481303,4581927.31359261
T07921I,20-25,µg/m³,429153.59497032,4584217.53654852
T10672N,20-25,µg/m³,427515.86587921,4583355.38470375
T03181G,25-30,µg/m³,427402.32468408,4581377.82253753
T09243B,25-30,µg/m³,433747.40708375,4583826.43914005
T21283N,15-20,µg/m³,425403.97872091,4583766.57140972
T17618J,20-25,µg/m³,432229.40141173,4585756.56859867
T16637I,25-30,µg/m³,430802.85796623,4581382.70970146
T19104W,25-30,µg/m³,428925.84985565,4585432.87413824
T07351W,20-25,µg/m³,428014.35073485,4581655.11430863
T17627K,25-30,µg/m³,433592.83157963,4585897.68950922
T02090A,25-30,µg/m³,430991.72972536,4582628.34017459
T21304B,25-30,µg/m³,426708.31212843,4584079.52595532
T07165W,15-20,µg/m³,425101.3970634,4583083.56666764
T05189W,25-30,µg/m³,429667.99051114,4587085.22213058
T02825P,25-30,µg/m³,427689.73890798,4580690.08829205
T03476S,25-30,µg/m³,428498.96195412,4580400.08769215
T05909E,20-25,µg/m³,431534.46967781,4586461.68498329
T14653A,25-30,µg/m³,428791.56902356,4580349.90839037
T19798K,20-25,µg/m³,430223.75610919,4581782.76770114
T16913J,20-25,µg/m³,426266.02356935,4584491.25795014
T12371L,20-25,µg/m³,431020.30387295,4587912.84618529
T09595W,20-25,µg/m³,433278.55170209,4585845.65380374
T15382A,25-30,µg/m³,432226.75454877,4585378.92301464
RD0099U,30-35,µg/m³,426760.21181394,4584506.75327444
T15301J,20-25,µg/m³,432958.3778855,4588442.05734655
T17598W,25-30,µg/m³,433777.32715592,4583435.36031738
T09249H,25-30,µg/m³,433655.48166023,4583920.81897935
T08239B,20-25,µg/m³,429975.19328908,4583961.03790646
T14523R,25-30,µg/m³,427563.80453636,4581062.0128231
T03356L,25-30,µg/m³,427064.12279166,4581065.60562886
T05139M,25-30,µg/m³,429926.77503664,4586573.45234478
T02564N,25-30,µg/m³,431084.791147,4584636.90951859
T02786Z,20-25,µg/m³,427558.99517569,4580751.94838166
T14840B,20-25,µg/m³,429147.37753494,4584555.93910824
T18807Q,15-20,µg/m³,431257.63258035,4589936.316585
T06150L,20-25,µg/m³,432593.97872699,4587044.24789173
T00402O,20-25,µg/m³,431840.45048242,4581634.31222688
T14663C,20-25,µg/m³,428293.67046752,4581563.12904291
T06291X,20-25,µg/m³,432028.95681649,4587303.25858019
T01808K,20-25,µg/m³,429969.94188327,4580883.05025274
T00102F,25-30,µg/m³,432370.63205818,4581207.44355549
T08438G,20-25,µg/m³,429247.51727348,4584764.06666058
T19212Z,20-25,µg/m³,430631.66986512,4588387.38288148
T09984F,20-25,µg/m³,433611.21874015,4583414.26354228
T19536Q,15-20,µg/m³,426540.63465342,4585631.57161913
T11891A,20-25,µg/m³,426068.81162702,4583354.64271788
T21061B,20-25,µg/m³,429898.6426661,4586926.53412256
T06939O,20-25,µg/m³,432463.40188062,4589333.5555006
T03679B,25-30,µg/m³,430536.6728037,4580362.38415192
T17216V,25-30,µg/m³,430995.11314315,4581893.24602656
T21329K,20-25,µg/m³,430370.8159796,4587267.77007757
T05777K,25-30,µg/m³,431856.85329432,4585949.04472506
T12929B,20-25,µg/m³,432054.74979855,4589669.95912585
T11782W,15-20,µg/m³,425462.87467453,4583880.04413464
T10589T,20-25,µg/m³,427482.01808078,4583125.60361064
T17114Q,20-25,µg/m³,431513.87892594,4588082.79771703
T11041S,25-30,µg/m³,427598.11493701,4583740.96066534
T08027R,25-30,µg/m³,429401.47061711,4584252.15471411
T11646P,15-20,µg/m³,425847.7548308,4585401.36152927
T19082H,15-20,µg/m³,423677.31098066,4586661.25106297
RD0014N,>40,µg/m³,431110.10596379,4588463.85430834
T18827U,30-35,µg/m³,429912.99719297,4583303.66438255
T06103E,20-25,µg/m³,432440.37039531,4587031.77303457
T08769W,20-25,µg/m³,430014.43912266,4584588.33055656
T19587B,20-25,µg/m³,428205.21815729,4586941.37903292
T00038O,25-30,µg/m³,432304.19658863,4580895.79857933
T18453K,25-30,µg/m³,428582.61746205,4580186.53172669
T03066E,25-30,µg/m³,427521.88437468,4581049.24012223
T03416G,20-25,µg/m³,427036.45054578,4580775.27439134
T20917U,25-30,µg/m³,431211.62811088,4587641.10630497
T02396P,20-25,µg/m³,429834.30346569,4580723.84203933
T07757O,20-25,µg/m³,429650.90838392,4583776.42009459
T20780V,20-25,µg/m³,427389.71868726,4585329.33266971
T21307E,20-25,µg/m³,426832.56357807,4584113.27606062
T08544H,20-25,µg/m³,428792.74497083,4584685.44200416
T02164B,25-30,µg/m³,429050.51875051,4582894.44132212
T13371P,20-25,µg/m³,433148.49933787,4588594.80714786
T09754T,25-30,µg/m³,433946.77069508,4586105.09816202
T11731L,15-20,µg/m³,425682.2114484,4584989.79915507
T06069T,20-25,µg/m³,432245.85649523,4586820.61417103
T20995I,20-25,µg/m³,428288.87603096,4587039.6165525
T12990G,15-20,µg/m³,430877.17551863,4590138.09078581
T10605C,20-25,µg/m³,427469.21825495,4583019.51854601
T17751N,25-30,µg/m³,431081.28526851,4581760.60717088
T16881S,20-25,µg/m³,428240.75493671,4582688.83416959
T03180F,25-30,µg/m³,427312.86218219,4581329.91914425
T00225P,25-30,µg/m³,432161.45854004,4581445.02350496
T13883I,15-20,µg/m³,424595.88169811,4585245.98182115
T16189F,25-30,µg/m³,429060.87164834,4586963.23055594
T15899Y,25-30,µg/m³,425578.40725646,4575755.29064346
T11872X,15-20,µg/m³,424229.30667232,4586374.55440465
T09756V,25-30,µg/m³,434172.51127753,4585608.23166319
T20773W,25-30,µg/m³,428198.64406616,4584819.0917301
T00366B,20-25,µg/m³,431631.15476063,4581581.87373185
T16714E,25-30,µg/m³,430025.16094476,4579563.02880097
RD0126V,>40,µg/m³,426244.7509817,4584048.13264776
T02125U,25-30,µg/m³,430977.10563179,4583408.07247189
T21317G,20-25,µg/m³,430480.14486611,4587230.38619019
T17434D,20-25,µg/m³,431667.99926931,4589679.36107103
T21144D,20-25,µg/m³,429016.6691865,4584273.81767611
T03674W,25-30,µg/m³,430459.25308921,4580547.45702329
T04221B,25-30,µg/m³,430890.04446259,4584717.91411476
T17966A,20-25,µg/m³,428237.41191217,4586770.36351571
T14025E,25-30,µg/m³,428971.64557463,4585386.34971497
T12179N,20-25,µg/m³,430819.08389881,4586769.1208887
T07118P,25-30,µg/m³,427090.05694155,4582397.33347915
T01806I,25-30,µg/m³,429637.08772188,4581718.97906489
T20144Z,25-30,µg/m³,433804.41256016,4584534.91178632
T12033W,25-30,µg/m³,431624.04803095,4588469.94849568
T00250Q,20-25,µg/m³,432133.18943337,4581436.72670635
T15698R,20-25,µg/m³,431162.10063655,4581266.132801
T12411C,20-25,µg/m³,431187.30107065,4587772.77169829
T17261A,20-25,µg/m³,432040.66798243,4587190.78031281
T13110W,25-30,µg/m³,432725.67463406,4582000.93008464
T08773S,20-25,µg/m³,429901.71713551,4585007.1010467
T10824L,20-25,µg/m³,426704.23586676,4583256.23473025
T12422F,25-30,µg/m³,431250.91053621,4587689.21508394
T01468K,25-30,µg/m³,431141.29044444,4581508.33132998
T11015Q,25-30,µg/m³,427294.73287055,4583662.5648554
T20476Q,20-25,µg/m³,425879.69344427,4580865.95932918
T12646T,25-30,µg/m³,430440.30533557,4587432.59781392
T17577R,25-30,µg/m³,432206.28165152,4584607.23098712
T05883L,25-30,µg/m³,431540.38333459,4585754.69180886
T08812I,25-30,µg/m³,432509.74594202,4584452.53345654
T17774U,20-25,µg/m³,428174.36320156,4582079.04174168
T15998A,25-30,µg/m³,426724.12484621,4583644.34917155
T01215R,25-30,µg/m³,430119.91729721,4581170.49355351
T17965Z,20-25,µg/m³,428257.79589156,4586763.46734958
T10996E,20-25,µg/m³,426977.29084628,4584382.09836755
T07855P,20-25,µg/m³,429143.74015891,4583849.896066
T14073M,20-25,µg/m³,426501.62415443,4583203.87619249
T11896F,25-30,µg/m³,428990.74309251,4582951.57886403
T09681T,25-30,µg/m³,433559.89379009,4585932.15881332
T21137E,25-30,µg/m³,431841.91402204,4585387.69593997
T15216N,20-25,µg/m³,433735.84959944,4586531.20443533
T03477T,20-25,µg/m³,428581.84131033,4580298.45790532
T15920E,25-30,µg/m³,427587.91185122,4580966.84049312
T20501A,20-25,µg/m³,427364.51442157,4582536.23660356
T06742D,20-25,µg/m³,433768.31265037,4587322.94344563
T17745P,30-35,µg/m³,431411.1565382,4581070.83261428
T16503V,25-30,µg/m³,434033.06512994,4584300.73770065
T08292G,20-25,µg/m³,430112.58911738,4584173.46118234
T07721C,20-25,µg/m³,429831.75314887,4583840.26781511
T10787X,20-25,µg/m³,426892.19512356,4583383.26249356
T02631H,25-30,µg/m³,431721.64563537,4584177.60800371
T04363O,25-30,µg/m³,430584.02292777,4585235.38021231
T00216O,25-30,µg/m³,432057.5976422,4581479.57934472
T06027J,20-25,µg/m³,431978.00257122,4587149.28972123
T09221V,20-25,µg/m³,433632.75857877,4583520.20054087
T01420U,25-30,µg/m³,430513.0797565,4581545.77914663
T19398Y,30-35,µg/m³,431238.74387583,4588528.33650642
T13007Y,20-25,µg/m³,431327.05872924,4590337.19668893
T07453B,25-30,µg/m³,427756.45073464,4581707.55235085
T16380C,25-30,µg/m³,432035.70700161,4583110.20400421
T04253J,25-30,µg/m³,431186.94847863,4584922.5411769
T09019V,25-30,µg/m³,431812.4675516,4584411.05067007
T03518L,25-30,µg/m³,429618.31049533,4580508.07334945
T04951C,20-25,µg/m³,429612.84820941,4585603.3321813
T06572D,20-25,µg/m³,433731.53157665,4587584.49913801
T02947Y,25-30,µg/m³,428202.4284774,4580529.20314571
T04914X,20-25,µg/m³,429109.21158026,4586019.67668191
RL0009I,35-40,µg/m³,432399.98642479,4581762.78671521
T03533K,25-30,µg/m³,429858.55647456,4580456.74944434
T04281N,25-30,µg/m³,430588.4902914,4585150.78804964
T13136G,25-30,µg/m³,433275.66633848,4582771.6321005
T04936D,25-30,µg/m³,429682.32554071,4585765.0729117
T16738M,25-30,µg/m³,431899.41464014,4587702.36419448
T14242L,20-25,µg/m³,431557.28519494,4587053.49575366
T08531C,25-30,µg/m³,429466.97716386,4584836.42909904
T08519G,25-30,µg/m³,429543.26452211,4585130.78596244
T19254J,20-25,µg/m³,427218.87508221,4581072.37646234
T11341B,20-25,µg/m³,429013.5373427,4583506.01853457
T17597V,25-30,µg/m³,433740.88237295,4583471.27164798
T10588S,25-30,µg/m³,427532.00762428,4583055.32412285
T14431O,25-30,µg/m³,427600.20768011,4581073.54556402
T18213W,20-25,µg/m³,432364.90823729,4582679.8028552
T06302J,20-25,µg/m³,432042.31428392,4587230.23936305
T21460M,20-25,µg/m³,425939.08256348,4584294.30114018
T02568R,25-30,µg/m³,430698.90827148,4584074.55358868
T19220Z,30-35,µg/m³,432077.38903864,4588704.96086491
T00120H,25-30,µg/m³,432301.29755056,4581286.35320199
VA0012L,25-30,µg/m³,424174.65971217,4586293.8645716
T13398A,25-30,µg/m³,432218.13810781,4583087.15958799
T20696A,25-30,µg/m³,431474.56510475,4582053.80564058
T20658U,25-30,µg/m³,428074.02467041,4577943.76311111
T13763B,15-20,µg/m³,423545.0911005,4586704.38713826
RD0010J,>40,µg/m³,432064.62193845,4588681.62194114
T16007K,20-25,µg/m³,424229.30667232,4586374.55440465
T07491H,20-25,µg/m³,427339.20668997,4581523.18424127
T19894J,25-30,µg/m³,428842.76118986,4584309.65805431
T18059E,25-30,µg/m³,428697.20884586,4579159.5492672
T20178J,25-30,µg/m³,433308.40181449,4584274.19814293
T19789J,20-25,µg/m³,432268.94443463,4586411.83734532
T10778W,20-25,µg/m³,427115.59581627,4583165.56046055
T17350A,20-25,µg/m³,427234.51179106,4581689.55229351
T19818X,25-30,µg/m³,432319.42239778,4585472.21946293
T16740G,25-30,µg/m³,431948.94184356,4587719.09284602
T18970A,20-25,µg/m³,425399.20751701,4581105.58035471
T04187Q,20-25,µg/m³,428499.15166973,4581021.2406475
T11628N,20-25,µg/m³,426266.02356935,4584491.25795014
T10922M,20-25,µg/m³,427163.88603289,4583842.23612528
T05271P,25-30,µg/m³,429347.53002438,4586822.23814982
T01499R,25-30,µg/m³,431029.16090992,4581592.42630826
T18787D,25-30,µg/m³,432772.71262542,4585014.80731848
T19725T,25-30,µg/m³,434722.88955475,4584743.27815532
T05177S,25-30,µg/m³,429649.26543399,4586946.78405237
T17901J,20-25,µg/m³,430010.93980139,4584152.56192437
T20017T,25-30,µg/m³,429757.2763155,4585191.49242443
T21313C,25-30,µg/m³,426744.97305669,4583930.99644991
T21225D,25-30,µg/m³,432185.38811659,4581252.7770284
T20129A,25-30,µg/m³,430854.87248741,4587103.66615114
T00901C,20-25,µg/m³,430965.16734766,4581926.25330387
T08713G,20-25,µg/m³,428871.68526906,4585498.60665598
T01766R,20-25,µg/m³,429349.27781184,4580867.58994749
T18385P,30-35,µg/m³,429625.47512152,4586249.86512052
T21157I,25-30,µg/m³,428951.59646647,4584323.86824732
T13913X,20-25,µg/m³,426707.98467882,4583493.99706493
T02544J,25-30,µg/m³,430220.96296445,4583605.59649749
T08090Y,25-30,µg/m³,429454.26130046,4583147.87263612
T10809M,20-25,µg/m³,426816.90463257,4583334.01799146
T10757R,25-30,µg/m³,426861.34557169,4583185.28842592
T13989R,25-30,µg/m³,428921.27990574,4585440.42918514
T02633J,25-30,µg/m³,431557.02366129,4584345.84150447
T02185G,25-30,µg/m³,429649.60493133,4582665.06741469
T21363M,20-25,µg/m³,428024.86652429,4582151.94199065
T20263F,20-25,µg/m³,432223.80428515,4586005.1390381
T03566T,25-30,µg/m³,429414.02184421,4580331.95063116
T08849V,25-30,µg/m³,432047.67393494,4585070.80288826
T21354L,25-30,µg/m³,432419.69720223,4585690.16005284
T13011U,25-30,µg/m³,431410.84437692,4590537.18436777
VA0017Q,30-35,µg/m³,426570.30997814,4583723.56589111
T04427N,20-25,µg/m³,431161.80800501,4585788.39472736
T18766Y,25-30,µg/m³,431432.69589174,4582165.87112904
T08385K,20-25,µg/m³,429846.56876252,4584575.10581446
T13841Y,15-20,µg/m³,424348.03948084,4586324.76542136
T12529P,20-25,µg/m³,430210.29635892,4587350.68042765
T05994R,20-25,µg/m³,432273.11953611,4586952.4581744
T08262A,20-25,µg/m³,430157.96168891,4584107.93973788
T03278O,25-30,µg/m³,428490.62869484,4580762.83931459
T14700Q,20-25,µg/m³,430363.13519983,4585184.53280576
T04895L,25-30,µg/m³,429190.05605924,4586066.42114129
T18381L,20-25,µg/m³,431055.77835145,4581118.62438021
T21290M,20-25,µg/m³,426438.34018557,4582035.65388285
T11937X,20-25,µg/m³,431766.72309848,4588185.81596545
T00063P,25-30,µg/m³,432261.094428,4580883.4098868
T06855L,25-30,µg/m³,433739.2484354,4587168.57842104
T16736K,25-30,µg/m³,426012.72907139,4576302.03819126
T21504H,20-25,µg/m³,433250.05695503,4586808.81855236
T14651Y,20-25,µg/m³,432499.2699583,4588017.72215228
T10069A,20-25,µg/m³,434717.9847973,4585039.01764152
T08875X,20-25,µg/m³,431728.76218658,4585168.4614485
T07719I,25-30,µg/m³,429798.31288476,4583812.33502725
T18158G,25-30,µg/m³,432053.95819983,4585764.31093843
T17900I,25-30,µg/m³,429586.21230523,4584042.15098983
T04903U,20-25,µg/m³,429151.60119977,4586224.97768749
T00175W,20-25,µg/m³,432132.38363812,4581332.20655195
T17709L,25-30,µg/m³,427987.78346868,4580439.87263979
T02888E,25-30,µg/m³,427460.65355367,4580162.79521928
T03536N,25-30,µg/m³,429876.98798778,4580520.60540246
T07535C,20-25,µg/m³,425078.13882884,4582398.68879247
T11831O,15-20,µg/m³,424802.31547408,4586890.16085735
T05413L,20-25,µg/m³,428833.13181961,4587956.56486748
T02414A,25-30,µg/m³,430023.49573849,4580721.50359757
T10067Y,20-25,µg/m³,434365.64208987,4585280.31367965
T19885I,20-25,µg/m³,430963.24820745,4587176.57444675
T17334A,20-25,µg/m³,431634.42806132,4586888.07190635
T01918P,25-30,µg/m³,429550.97463811,4582383.37273531
T04548V,20-25,µg/m³,430886.64927051,4585879.66995569
T20531G,20-25,µg/m³,431252.95609495,4586574.2622936
T02055X,30-35,µg/m³,430504.4942143,4583317.81791315
T16318W,20-25,µg/m³,431665.42840177,4589961.02053352
T06166T,20-25,µg/m³,432631.58402104,4586811.42423705
T02550H,25-30,µg/m³,430756.53456722,4583444.42919708
T18041U,15-20,µg/m³,427536.96754588,4588185.46509111
RL0060H,30-35,µg/m³,430740.23353123,4579739.08902866
T01961S,25-30,µg/m³,428698.07267222,4582297.80309256
T05937I,20-25,µg/m³,431704.77620085,4586231.87132761
T03164F,25-30,µg/m³,427739.37802806,4581091.07953264
T06887T,25-30,µg/m³,432221.04665643,4584999.10646825
T19426L,20-25,µg/m³,431008.88371055,4585516.42144875
T01196F,20-25,µg/m³,430767.78715632,4580756.68300663
T15884R,25-30,µg/m³,427906.66486068,4578002.7554744
RD0032F,30-35,µg/m³,428925.56377276,4587582.5298668
T10122O,25-30,µg/m³,432890.70625116,4583364.24691921
T07025L,20-25,µg/m³,426002.97681991,4583130.17187553
T03293N,25-30,µg/m³,428000.1430718,4580780.35007098
T03543M,25-30,µg/m³,429754.12287486,4580530.58135172
T10841M,25-30,µg/m³,426525.33714163,4583328.99120327
T11096H,20-25,µg/m³,428004.13897651,4583531.78625617
T11964A,20-25,µg/m³,431467.11506192,4588374.20553275
T16856R,20-25,µg/m³,426430.59235659,4581005.61135479
T08604C,20-25,µg/m³,428763.38822047,4585118.55388246
T03423F,20-25,µg/m³,427036.45054578,4580775.27439134
T18228D,20-25,µg/m³,432824.21269515,4582515.33112627
T09478S,25-30,µg/m³,433707.94015432,4584632.48866427
T09833R,20-25,µg/m³,434260.70372156,4585384.95864017
T04379W,25-30,µg/m³,431250.81807747,4585515.53161679
T05508R,20-25,µg/m³,428278.51419943,4586931.93746006
T19902S,20-25,µg/m³,427748.77140652,4586539.58786764
T07262W,20-25,µg/m³,427643.56500399,4582029.38170355
T00403P,20-25,µg/m³,431851.38362771,4581651.21216998
T00100D,25-30,µg/m³,432341.34195149,4581199.34876492
T03749Y,20-25,µg/m³,430595.78473518,4580209.60546874
T03716P,20-25,µg/m³,430967.74094023,4580555.79218251
T00727G,20-25,µg/m³,431522.03969176,4581595.00457852
T07146T,30-35,µg/m³,427024.89840418,4581944.75628036
